selector,video_id,dataset,subset,source_model,video_path,effective_k,global_raw,local_raw,global_score,local_score,final_score
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/V-Y1gkyHVTo.2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/V-Y1gkyHVTo.2.mp4,3,0.07572502158386311,0.011111111111111112,0.0625,0.0125,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/WqPcczTw1TI-2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/WqPcczTw1TI-2.mp4,3,0.4804273604897575,0.625,0.6625,0.6125,0.6375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ZlyAcY_neI8-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ZlyAcY_neI8-1.mp4,3,0.255165410878267,0.4694444444444444,0.3,0.5,0.4
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ZqxgzDYG84Y-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ZqxgzDYG84Y-1.mp4,3,0.624126834628365,0.125,0.8125,0.1125,0.4625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ac8KXvGb698-0.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ac8KXvGb698-0.mp4,3,0.7219164508280355,0.20555555555555557,0.875,0.1875,0.53125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ac8KXvGb698-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ac8KXvGb698-1.mp4,3,0.39159995290793503,0.18333333333333335,0.5375,0.175,0.35624999999999996
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/auveKSu_eVU.4.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/auveKSu_eVU.4.mp4,3,0.38622851424534965,0.04861111111111111,0.5125,0.05,0.28125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/bY429p7EH-s-0.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/bY429p7EH-s-0.mp4,3,0.2571570127933443,0.3638888888888889,0.3,0.35,0.32499999999999996
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/c5C3mI6H4AY-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/c5C3mI6H4AY-1.mp4,3,0.05726100777019072,0.03472222222222222,0.05,0.0375,0.04375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ci6ri2fRx_o-2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ci6ri2fRx_o-2.mp4,3,0.1574248489129582,0.23194444444444448,0.1875,0.2,0.19375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/cs0HQIcIUY8-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/cs0HQIcIUY8-1.mp4,3,0.4389029511027392,0.008333333333333333,0.5625,0.0125,0.2875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/dLiuYRq5Y8Q-2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/dLiuYRq5Y8Q-2.mp4,3,0.07357154069539283,0.008333333333333333,0.05,0.0125,0.03125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ddpM2dQ1bcM-1.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ddpM2dQ1bcM-1.mp4,3,0.23073149674279883,0.008333333333333333,0.275,0.0125,0.14375000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/e3ld0U8WNsI-0.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/e3ld0U8WNsI-0.mp4,3,0.0816949219056589,0.0,0.0625,0.0,0.03125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/f0P5mLeSe5k-2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/f0P5mLeSe5k-2.mp4,3,0.22561514009889336,0.041666666666666664,0.275,0.0375,0.15625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gb79L49MY3A.5.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gb79L49MY3A.5.mp4,3,0.4835079664076603,0.2416666666666667,0.675,0.225,0.45
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gdymHI9S6gM-0.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gdymHI9S6gM-0.mp4,3,0.35022761164743743,0.2569444444444444,0.45,0.2375,0.34375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gkhIXQnxQBs-2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/gkhIXQnxQBs-2.mp4,3,0.1545551762028098,0.019444444444444445,0.1875,0.0125,0.1
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/hSgW9LNXATA_000040_000050.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/hSgW9LNXATA_000040_000050.mp4,3,0.11121576014441566,0.006944444444444445,0.125,0.0,0.0625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/hj6oaa0APSA-0.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/hj6oaa0APSA-0.mp4,3,0.06776842477042617,0.4083333333333334,0.05,0.425,0.2375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/l9uQTYA-1OA.8.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/l9uQTYA-1OA.8.mp4,3,0.6811965308845459,0.029166666666666664,0.8625,0.025,0.44375000000000003
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/lb-24qUM5LY.2.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/lb-24qUM5LY.2.mp4,3,0.6408984773565655,0.10416666666666667,0.825,0.1125,0.46875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/lllFa-lRAN4.23.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/lllFa-lRAN4.23.mp4,3,0.19372498234047564,0.0,0.2,0.0,0.1
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/p1codZVS_b0.28.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/p1codZVS_b0.28.mp4,3,0.09743642571226747,0.2791666666666667,0.075,0.25,0.1625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/qmCvtdCgxPI.9.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/qmCvtdCgxPI.9.mp4,3,0.3583706145514481,0.020833333333333332,0.45,0.025,0.23750000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/r3DUMndDBdw_000569_000579.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/r3DUMndDBdw_000569_000579.mp4,3,0.21349874421160034,0.0,0.25,0.0,0.125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/tyoUcr24VcE.20.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/tyoUcr24VcE.20.mp4,3,0.09849109175103994,0.0,0.075,0.0,0.0375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/uJJ5Ti0WQUA.6.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/uJJ5Ti0WQUA.6.mp4,3,0.26174848912958165,0.004166666666666667,0.3,0.0,0.15
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/uRMimPK8rmU.9.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/uRMimPK8rmU.9.mp4,3,0.016374303429872065,0.0,0.0,0.0,0.0
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/v-Op6DRXHI4.180.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/v-Op6DRXHI4.180.mp4,3,0.4589612275331607,0.06388888888888888,0.625,0.0625,0.34375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/x15co4RjIoQ.24.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/x15co4RjIoQ.24.mp4,3,0.2864522015540381,0.43194444444444446,0.325,0.4625,0.39375000000000004
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ylisFRIhzcI.23.mp4,vifbench,annotated,Wan2.2-TI2V-5B-T,datasets/vifbench_download/source_videos/Fake/Wan2.2-TI2V-5B-T/ylisFRIhzcI.23.mp4,3,0.3807540616906051,0.5194444444444445,0.5,0.525,0.5125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/-0mnCHRQ-Zc_000092_000102.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/-0mnCHRQ-Zc_000092_000102.mp4,3,0.3993554273604898,0.2916666666666667,0.5375,0.25,0.39375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/-KpRqKiCZ3E.31.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/-KpRqKiCZ3E.31.mp4,3,0.7183747351071345,0.4611111111111111,0.875,0.4875,0.68125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/-TfD4eKDfbI-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/-TfD4eKDfbI-1.mp4,3,0.3796944902283965,0.6305555555555555,0.5,0.6125,0.55625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/-l2yvybjqhI_000034_000044.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/-l2yvybjqhI_000034_000044.mp4,3,0.562176242053214,0.43472222222222223,0.7625,0.4875,0.625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/0Z0WbrtVqSY_000006_000016.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/0Z0WbrtVqSY_000006_000016.mp4,3,0.12441625461109802,0.0,0.125,0.0,0.0625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/1OnoVMDrv3Q-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/1OnoVMDrv3Q-0.mp4,3,0.2748116317400518,0.06805555555555555,0.3,0.0625,0.18125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/1bC_0TiWf9I_000024_000034.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/1bC_0TiWf9I_000024_000034.mp4,3,0.43551820893179505,0.12916666666666668,0.5625,0.125,0.34375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/1gqmO-3zOhY.29.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/1gqmO-3zOhY.29.mp4,3,0.1313279962326348,0.015277777777777779,0.125,0.0125,0.06875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/1jOtiyj1sBo_000015_000025.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/1jOtiyj1sBo_000015_000025.mp4,3,0.4356800879051879,0.25,0.5625,0.225,0.39375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/2I9S1ZujOqg-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/2I9S1ZujOqg-1.mp4,3,0.3891423357664234,0.012500000000000002,0.525,0.0125,0.26875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/2I9S1ZujOqg-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/2I9S1ZujOqg-2.mp4,3,0.288203437720744,0.02638888888888889,0.325,0.025,0.17500000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/2Wn6E_Vp-30-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/2Wn6E_Vp-30-1.mp4,3,0.2353180676556,0.20555555555555557,0.2875,0.1875,0.2375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/2m3AG4x2bL8-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/2m3AG4x2bL8-1.mp4,3,0.16293363943175576,0.020833333333333332,0.1875,0.025,0.10625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/3fzciZDFlLM-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/3fzciZDFlLM-2.mp4,3,0.11536084294796327,0.15833333333333335,0.125,0.15,0.1375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/4Dn1uda26cA-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/4Dn1uda26cA-2.mp4,3,0.3011488501687466,0.006944444444444445,0.35,0.0,0.175
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/4KNV8XvX-Kc-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/4KNV8XvX-Kc-1.mp4,3,0.6376363707715249,0.12777777777777777,0.825,0.125,0.475
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/9ZlRD4XCt-U_000019_000029.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/9ZlRD4XCt-U_000019_000029.mp4,3,0.6963444784553804,0.10833333333333334,0.875,0.1125,0.49375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Cd0UriPKyms.25.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Cd0UriPKyms.25.mp4,3,0.3647574758653167,0.029166666666666664,0.4625,0.025,0.24375000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/D9Wk_eFb8gs_000052_000062.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/D9Wk_eFb8gs_000052_000062.mp4,3,0.25593556235774273,0.0,0.3,0.0,0.15
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Dkz_JdYHyEo.29.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Dkz_JdYHyEo.29.mp4,3,0.2324385840985794,0.10555555555555556,0.2875,0.1125,0.19999999999999998
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/FnVWs-B_OJw_000000_000010.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/FnVWs-B_OJw_000000_000010.mp4,3,0.2918040185228789,0.020833333333333332,0.3375,0.025,0.18125000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/GT58FhHeQdE-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/GT58FhHeQdE-0.mp4,3,0.27203516207519035,0.015277777777777779,0.3,0.0125,0.15625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/GZqyM68MEmI.2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/GZqyM68MEmI.2.mp4,3,0.042505494074248494,0.012500000000000002,0.0375,0.0125,0.025
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/KgD_5Lv_L1I.7.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/KgD_5Lv_L1I.7.mp4,3,0.13698885487795306,0.0,0.15,0.0,0.075
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/KzFd6Pphnwo_000211_000221.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/KzFd6Pphnwo_000211_000221.mp4,3,0.3421778117887136,0.41111111111111115,0.45,0.425,0.4375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Mffcln_UVPQ.1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Mffcln_UVPQ.1.mp4,3,0.22262773722627738,0.012500000000000002,0.275,0.0125,0.14375000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Nr_7aNsAKZw.24.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Nr_7aNsAKZw.24.mp4,3,0.46831587002590064,0.2708333333333333,0.6375,0.2375,0.4375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/OCGJEocPT0c_000132_000142.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/OCGJEocPT0c_000132_000142.mp4,3,0.739703516207519,0.36944444444444446,0.875,0.3625,0.61875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Oe1QzwH39SE-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Oe1QzwH39SE-1.mp4,3,0.23313024880307673,0.008333333333333333,0.2875,0.0125,0.15
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/Q-3lSCvcGu4-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/Q-3lSCvcGu4-2.mp4,3,0.4120163252491955,0.049999999999999996,0.5375,0.05,0.29375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/QyHcx7xEN9U-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/QyHcx7xEN9U-0.mp4,3,0.2240552154461973,0.0,0.275,0.0,0.1375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/SyhC75EPieo-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/SyhC75EPieo-1.mp4,3,0.21843850561180442,0.17777777777777778,0.275,0.1625,0.21875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/TmPtW7c0M_4-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/TmPtW7c0M_4-0.mp4,3,0.3155266462601052,0.015277777777777779,0.375,0.0125,0.19375
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/UTmtqCcC1TM-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/UTmtqCcC1TM-1.mp4,3,0.3507230594144886,0.3888888888888889,0.45,0.375,0.4125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/UlCUfSMG10E.1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/UlCUfSMG10E.1.mp4,3,0.10817930303743821,0.6638888888888889,0.1125,0.6625,0.3875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/UsXrsCxoiDM-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/UsXrsCxoiDM-2.mp4,3,0.5467486853465191,0.020833333333333332,0.7375,0.025,0.38125000000000003
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/V-Y1gkyHVTo.2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/V-Y1gkyHVTo.2.mp4,3,0.32140334353661404,0.020833333333333332,0.3875,0.025,0.20625000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/WqPcczTw1TI-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/WqPcczTw1TI-2.mp4,3,0.5529736676869947,0.07777777777777778,0.7375,0.075,0.40625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/ZlyAcY_neI8-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/ZlyAcY_neI8-1.mp4,3,0.16289439604426656,0.1986111111111111,0.1875,0.175,0.18125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/ac8KXvGb698-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/ac8KXvGb698-0.mp4,3,0.6144582450357114,0.05277777777777778,0.8,0.05,0.42500000000000004
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/ac8KXvGb698-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/ac8KXvGb698-1.mp4,3,0.5617249430970882,0.19583333333333333,0.7625,0.175,0.46875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/ci6ri2fRx_o-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/ci6ri2fRx_o-2.mp4,3,0.07699552625382623,0.11527777777777777,0.0625,0.1125,0.0875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/cs0HQIcIUY8-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/cs0HQIcIUY8-1.mp4,3,0.4586963346676085,0.020833333333333332,0.625,0.025,0.325
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/dLiuYRq5Y8Q-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/dLiuYRq5Y8Q-2.mp4,3,0.13330488187740364,0.10000000000000002,0.125,0.1,0.1125
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/ddpM2dQ1bcM-1.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/ddpM2dQ1bcM-1.mp4,3,0.19778667294560867,0.022222222222222223,0.2125,0.025,0.11875
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/f0P5mLeSe5k-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/f0P5mLeSe5k-2.mp4,3,0.22463405541166315,0.020833333333333332,0.275,0.025,0.15000000000000002
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/gdymHI9S6gM-0.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/gdymHI9S6gM-0.mp4,3,0.5614109959971745,0.0375,0.7625,0.0375,0.39999999999999997
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/gkhIXQnxQBs-2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/gkhIXQnxQBs-2.mp4,3,0.06349089553410252,0.001388888888888889,0.05,0.0,0.025
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/hSgW9LNXATA_000040_000050.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/hSgW9LNXATA_000040_000050.mp4,3,0.470145592967585,0.018055555555555557,0.6375,0.0125,0.32499999999999996
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/lb-24qUM5LY.2.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/lb-24qUM5LY.2.mp4,3,0.3006583078251315,0.1125,0.35,0.1125,0.23124999999999998
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/lllFa-lRAN4.23.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/lllFa-lRAN4.23.mp4,3,0.15709618554273605,0.02361111111111111,0.1875,0.025,0.10625
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/p1codZVS_b0.28.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/p1codZVS_b0.28.mp4,3,0.06587983674750804,0.16527777777777777,0.05,0.1625,0.10625000000000001
target_real,vifbench:datasets/vifbench_download/source_videos/Fake/gen4-turbo/qmCvtdCgxPI.9.mp4,vifbench,annotated,gen4-turbo,datasets/vifbench_download/source_videos/Fake/gen4-turbo/qmCvtdCgxPI.9.mp4,3,0.18427223137901264,0.04583333333333334,0.2,0.05,0.125
