video_id,video_path,source_group,dataset,subset,source_model,role,length,frame_indices,spatial_fit_index,random_source_key,expected_gs,expected_gt,expected_final,cache_key
comgenvid:datasets/comgenvid/fake/Sora/icecube1415_716866809%2Fmd.mp4,datasets/comgenvid/fake/Sora/icecube1415_716866809%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/icecube1415_716866809%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[345, 349, 352, 356, 360, 364, 368, 371, 375, 379, 382, 386, 390, 394, 398, 401]",-1,488e82d311cd6831af6dc0d5a59a166719d65245d45574a370c21e3afa437e0e,-1671.9084632750223,-1558.4353865582239,0.13093065693430658,82f2f38a6686ab73260bade642a0ad7ba3d9f9aa168892fe74a3d627e730f3af
comgenvid:datasets/comgenvid/fake/Sora/icjames_478524987%2Fmd.mp4,datasets/comgenvid/fake/Sora/icjames_478524987%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/icjames_478524987%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,6865a17273d796ba50a77f38b1d0df2489c96f100bed64420ea9017b1ada99af,-1520.0370033140848,-1645.20351399963,0.0974952907935013,c6c0ac6958dda3748c47979c4376c7dcc70312d719a043349a9567ac1247e84d
comgenvid:datasets/comgenvid/fake/Sora/ictoken_239589133%2Fmd.mp4,datasets/comgenvid/fake/Sora/ictoken_239589133%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ictoken_239589133%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,c7ba525c83d3f05b87cc6776c46f1fcf200c7ec3c91c4200336340da8027cb3a,-1982.1258705015848,-1725.633933921505,0.011802448787379327,373d4f8ff53f94c274c708ccc28347518974b386ed91d06779e2bb3aa20a7684
comgenvid:datasets/comgenvid/fake/Sora/idayvuelta_405473922%2Fmd.mp4,datasets/comgenvid/fake/Sora/idayvuelta_405473922%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/idayvuelta_405473922%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,1b12bc3b38d9c777ab3930a30f32edc92ca0c5382835eb6ea1fbbd887a44d1ea,-1473.1573036070536,-1536.35878743713,0.2536790675771132,aac7e9c665c10b2ee5dfc51eb2f0c4331a1c2db958b4c82230a361edefc32f6c
comgenvid:datasets/comgenvid/fake/Sora/idbrg_893262572%2Fmd.mp4,datasets/comgenvid/fake/Sora/idbrg_893262572%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/idbrg_893262572%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,127d37b92453000e0430d9ec28122cf9110d91a0381b2fb975eb3c4b465c0c8d,-1871.814652239866,-1619.10683431213,0.0457087355780551,c0b8e725fce35d1341f44df4c3d61c0e3e85b5afca8ecdd0bac0dabc9630ca71
comgenvid:datasets/comgenvid/fake/Sora/idealcollagen_816106618%2Fmd.mp4,datasets/comgenvid/fake/Sora/idealcollagen_816106618%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/idealcollagen_816106618%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,6bcb1de63995cb6d943a2de4f1c9a8bc8b82b82c84efeb5b97e6656beb44d371,-2054.244522845335,-1596.2251814800989,0.05902696020720508,92629428f3a2ad5c541c99b9b25b13a153d418981ba4e94b139391828c4394ba
comgenvid:datasets/comgenvid/fake/Sora/idhun_867370191%2Fmd.mp4,datasets/comgenvid/fake/Sora/idhun_867370191%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/idhun_867370191%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,8ac9dbe0b40034ffabbd112c88af2cb1cec993ce33806cd15d21b5b1af365b38,-1549.721878802366,-1562.9482039410364,0.1573316458676713,92a5b80e25857003fd9669839d0f96ed24c32980fcc25f279fe576084e97cba6
comgenvid:datasets/comgenvid/fake/Sora/idisonakaman_726288976%2Fmd.mp4,datasets/comgenvid/fake/Sora/idisonakaman_726288976%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/idisonakaman_726288976%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,42f40450da78492f4ea8337b468022fa08cf56740b74961d2bff7511b45c6fda,-1755.962357317991,-1616.64052571838,0.055656934306569344,acf6f3797fd9bf44ed18a712dfcc390dfab63082ac8217bdcc3f1ab798dca899
comgenvid:datasets/comgenvid/fake/Sora/iegjr_272062666%2Fmd.mp4,datasets/comgenvid/fake/Sora/iegjr_272062666%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/iegjr_272062666%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,9892d1b88170a75af00bc9ff2f5eb16262d5cfe977bd9a80d0fe85c27f21e996,-1861.0218055601786,-1639.7070540386926,0.03505415587473511,f33d6ba0c364cb10b8afc14b29142cc9fc37cf1b511a9b070d4ce5ec4c39b777
comgenvid:datasets/comgenvid/fake/Sora/ignastefanini_997678504%2Fmd.mp4,datasets/comgenvid/fake/Sora/ignastefanini_997678504%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ignastefanini_997678504%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,4538c6895e4d57e3f44b80317ab85ec2dc16418ed656eda4d20f9d8106e6682b,-1595.4041908140848,-1643.3325423199426,0.06776842477042619,4b718010a6749cfcbe6267292747e98f29b8abc2e63398ecc75be6ba90fdccdc
comgenvid:datasets/comgenvid/fake/Sora/ihvkjerh56_491647147%2Fmd.mp4,datasets/comgenvid/fake/Sora/ihvkjerh56_491647147%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ihvkjerh56_491647147%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,ce8c069848ad4ab9300c649f10806af4622605ffc3e984d9bfb44f9920e69ea8,-2166.7304847593973,-1740.0351790386926,0.007726041911937838,d72e0382225a7ee72605a6437bc7faa12aa83c754b36914e324e28f061649b36
comgenvid:datasets/comgenvid/fake/Sora/ilayis_728369313%2Fmd.mp4,datasets/comgenvid/fake/Sora/ilayis_728369313%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ilayis_728369313%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,e760f407178e25df43ce7452e1445f1b3aa5f65a76fe151380ff2e805d0f8876,-1855.1944129820536,-1488.714012046505,0.29535554509065226,0e41ca6adf3bf7bd05ed7c3cd8a0ec16e9f25cbc228fcd5225ed9661536022b9
comgenvid:datasets/comgenvid/fake/Sora/ilhamiekrem_422156761%2Fmd.mp4,datasets/comgenvid/fake/Sora/ilhamiekrem_422156761%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ilhamiekrem_422156761%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,9655a607b9f82c2ea2e7ad353676e1c40c7d0357c3317778fa20fe0a233388ad,-1924.7722328062723,-1602.969383140255,0.05621615257829056,c64e972a8a9b11976fa57dba55b4b418c3f8b91310e1f1c4257f44a467e90f05
comgenvid:datasets/comgenvid/fake/Sora/illabo_468610594%2Fmd.mp4,datasets/comgenvid/fake/Sora/illabo_468610594%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/illabo_468610594%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,3217b099f4ceeea5b0e114fb751ebcb0a58adf0b0c7e6ffade5a03e1e9e1dcc8,-1812.7430580015848,-1638.254539390255,0.03870379091123146,90923504dafa5eb5e81fb1a3323b68d5b2a7c1948baaeec3f7bc4c0c501b12b6
comgenvid:datasets/comgenvid/fake/Sora/illilui_685099558%2Fmd.mp4,datasets/comgenvid/fake/Sora/illilui_685099558%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/illilui_685099558%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,8af24e5795a82a42805584a304664a1ce22e00e0f96dabad88e37190bc5bd2fb,-2011.6949622984598,-1688.160301109005,0.015437367553567224,ba37b35d2cacf87672c12d240f245828075dc491310921996379fefb31e42ea4
comgenvid:datasets/comgenvid/fake/Sora/ilya444222_607724229%2Fmd.mp4,datasets/comgenvid/fake/Sora/ilya444222_607724229%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ilya444222_607724229%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,4c0d34d9bfb17c8f7be1ca4b635220b12c04652c91c50757f102bdd201608103,-1677.8911292906473,-1579.179344077755,0.09902578290558041,6dde4e2cf4b345414d02d2e1b8f4eb49a714fa9ac35babaa2e0ac45127cceb6c
comgenvid:datasets/comgenvid/fake/Sora/imageofsar_414834608%2Fmd.mp4,datasets/comgenvid/fake/Sora/imageofsar_414834608%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/imageofsar_414834608%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,a949ad68b1cea829a7363ccca8c9d2c5b3b72ec09ab8dc4ae587694ee09b04ae,-2234.649796282835,-1607.891258140255,0.04679773958088062,1f1ad129ad1697b7f91311e9bf2aa33798731f6e164275f62a792d0e148e070f
comgenvid:datasets/comgenvid/fake/Sora/imbalcarta_907739575%2Fmd.mp4,datasets/comgenvid/fake/Sora/imbalcarta_907739575%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/imbalcarta_907739575%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[345, 349, 352, 356, 360, 364, 368, 371, 375, 379, 382, 386, 390, 394, 398, 401]",-1,c61d09fcfda03d2e5ca77c3a5e6813537cf8df11c724c8f839f13e4117503aea,-1640.2674110289286,-1591.0908431011926,0.09359547916176125,cc8c40b61b5dab017f7bf62906fbcd7607153e52ad0023d27a2f03de9d3734e5
comgenvid:datasets/comgenvid/fake/Sora/imdaniel_329734093%2Fmd.mp4,datasets/comgenvid/fake/Sora/imdaniel_329734093%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/imdaniel_329734093%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,57e4ea4fd71f8879ddb5c0d2da48e78a98623ef0f41cb8bb8ece48854a7de0be,-2710.58754042346,-1599.5739363629114,0.052051448080998354,43083cd517c4813ee80fc1746152bb504dddee64fdde8f2074aa171143f2cc84
comgenvid:datasets/comgenvid/fake/Sora/imgisthelimit_142190191%2Fmd.mp4,datasets/comgenvid/fake/Sora/imgisthelimit_142190191%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/imgisthelimit_142190191%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,de7310d7bc1404a2aef062b9d135d0f6714df62743340909f5b2dc23cada72f6,-1626.7761390562723,-1507.7434309918176,0.26181716505768776,f7443afc80b1ce0377c46e6aba25b5124d5cc8d94fece2812f92755dbb6e5b9a
comgenvid:datasets/comgenvid/fake/Sora/imperialx_655252363%2Fmd.mp4,datasets/comgenvid/fake/Sora/imperialx_655252363%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/imperialx_655252363%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,0334e526a360ea584668d1b002c84472dd9743fbb8d33c60bffcb5adc4a45dd5,-1735.0799110289286,-1589.01699056213,0.08110136566988463,e456b61add095016c76b1c1b0e266d75a4b6087cf6496c668d57fab21cf4fb2e
comgenvid:datasets/comgenvid/fake/Sora/infinitiserve_838517177%2Fmd.mp4,datasets/comgenvid/fake/Sora/infinitiserve_838517177%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/infinitiserve_838517177%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,0c9c9f80ba5db4d988296c0348628f917b0f98410150d47c21e868ccbb668927,-1536.6164710875223,-1703.2205428082239,0.07455262538262303,7854d4072918828074c91b73de79188bb351f5594abfbf0e55c2793b4e3158d0
comgenvid:datasets/comgenvid/fake/Sora/infoslanakgmailcom_102521982%2Fmd.mp4,datasets/comgenvid/fake/Sora/infoslanakgmailcom_102521982%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/infoslanakgmailcom_102521982%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,83ef9f07b16ad9159ba0baba7ede18302ff039de7747c5caaba93e832003cc85,-2637.133683001585,-1710.0049056011926,0.007623028019778668,3062511d13d64e73bb22913c119f7db15ec91de714b039ca4626060dcb0e10e3
comgenvid:datasets/comgenvid/fake/Sora/interopia_364231176%2Fmd.mp4,datasets/comgenvid/fake/Sora/interopia_364231176%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/interopia_364231176%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,d5b63e02e0f30e1188773c9bafa8622187b79bbff9f0ea4587402d53cc465374,-1807.9922035093973,-1483.5935286480676,0.3149281846008947,04db7627ce878631be09224f0e187ba9444cd64ea6299f2db52f63d4609a0cbe
comgenvid:datasets/comgenvid/fake/Sora/inximkr_714238610%2Fmd.mp4,datasets/comgenvid/fake/Sora/inximkr_714238610%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/inximkr_714238610%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,807425b9a1d15f8f5bf999274ff72e437890ccd5d395c62aa3ec4e37a9e967e1,-1997.8542640562723,-1672.333640952755,0.018851542265128328,d47baad1ddab7acf264cd3a758d4e1ec0fc792c8a646cdcc14cfaf57b370c089
comgenvid:datasets/comgenvid/fake/Sora/ioannaiva_689278227%2Fmd.mp4,datasets/comgenvid/fake/Sora/ioannaiva_689278227%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ioannaiva_689278227%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,e360f610af0a826f144f1771cad3cd5dad81a943315783dece0ae512b86538db,-1743.9592445250223,-1654.7209700543176,0.03723216388038615,c40b399bf13bdc5092b27fe67180e89178781a866ec04c37c94b9595c4a26226
comgenvid:datasets/comgenvid/fake/Sora/ioh777_744392517%2Fmd.mp4,datasets/comgenvid/fake/Sora/ioh777_744392517%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ioh777_744392517%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,15ffecb9a1f70ede5953e2592b095b0e0d3f98ca55a2636614f98760e3876006,-2776.7915199156473,-1763.6582259136926,0.004208853308217565,568f085a8746397d73f578524e529512440d90fa60709dd43d5a427c72843c61
comgenvid:datasets/comgenvid/fake/Sora/ipman33_824593088%2Fmd.mp4,datasets/comgenvid/fake/Sora/ipman33_824593088%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ipman33_824593088%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,e6ed62d8863a6823b4c3858b54fdf66a172af49163dbc2d36b9a0f8d1e667594,-1605.0251624937723,-1554.372215171505,0.15307864374852836,ca6c9a8951e48a96b0608e52c9ea125d072ba02221987978105a9fb55a994d26
comgenvid:datasets/comgenvid/fake/Sora/iris_77_533310116%2Fmd.mp4,datasets/comgenvid/fake/Sora/iris_77_533310116%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/iris_77_533310116%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,653189745e572b999ab232fb1bee395377c9f7d7212cf9fbfdde476de8db4518,-1953.4809730406473,-1610.7024764019739,0.04899046385684012,9d12d18223d06be0b0f9feb24a32ad086caeb58f1d9480409118a05e16f92a01
comgenvid:datasets/comgenvid/fake/Sora/irise2025_60511699%2Fmd.mp4,datasets/comgenvid/fake/Sora/irise2025_60511699%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/irise2025_60511699%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,470f734ed63478676f8f913dbc06aefb941fa39031db446c75ea6ddb3183c28d,-1769.6607826109598,-1543.6460188824426,0.14901695314339536,44a094959da960abf5a0a3f83bde71ab571c20add914ba356efdfca11bafa254
comgenvid:datasets/comgenvid/fake/Sora/irmatorres_137920054%2Fmd.mp4,datasets/comgenvid/fake/Sora/irmatorres_137920054%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/irmatorres_137920054%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,6d4bd616d03985d1634cfc7db3c83139060d1b60ba5ac2fe101861bd2dee214d,-2158.92005995471,-1814.6897810894739,0.005018248175182482,204dd6854f129b4680e0f74ae9a69403f3d2316dcdc91af35600d6020e273927
comgenvid:datasets/comgenvid/fake/Sora/isajose_466624048%2Fmd.mp4,datasets/comgenvid/fake/Sora/isajose_466624048%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/isajose_466624048%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,b0ba0ed51aff4e4c93415a9c7a85c17090c677957b10e61ea4b8463fb3a2bfbe,-1829.8098304625223,-1558.603660484005,0.1150076524605604,9442adf4d4c207144b3eff2691be0a4fb3d77eb8d6fe16a584c5dd96df34e579
comgenvid:datasets/comgenvid/fake/Sora/isapeace_290797384%2Fmd.mp4,datasets/comgenvid/fake/Sora/isapeace_290797384%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/isapeace_290797384%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,9d2dcbc903ac243141ba42c416eb7f4b142582d6e65f83d4c0403c1d1f19fa63,-2122.49574354846,-1673.5075911480676,0.016467506475158936,27695fdade279442e7af4357a679143c529ba30bdb05e47aecd0f8e8414c2c19
comgenvid:datasets/comgenvid/fake/Sora/ishanmail28_484977411%2Fmd.mp4,datasets/comgenvid/fake/Sora/ishanmail28_484977411%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ishanmail28_484977411%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,a0b233dc99a305fd47bc529f8462a165a43cb10c20edb6772845eae643d86310,-1944.6294105406473,-1820.872703452755,0.00894749234753944,ab3b130fce9897a9757332a55c386544ed2059e5f9a7b606c42876299df19b93
comgenvid:datasets/comgenvid/fake/Sora/islaniamh_141446391%2Fmd.mp4,datasets/comgenvid/fake/Sora/islaniamh_141446391%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/islaniamh_141446391%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,9fcd9fe9a95ac5f1d4f97183eae6c15bf6488776f3ac5f3934f519b51e75bbbb,-1871.0451820250223,-1724.5771712261926,0.01537850247233341,49f1d870af9133820055039f56f24d0f5b3c57ae336924f9b4212606f789554e
comgenvid:datasets/comgenvid/fake/Sora/ism_122875593%2Fmd.mp4,datasets/comgenvid/fake/Sora/ism_122875593%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ism_122875593%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,aff01ee2a85ad5b509700f27b3cb84f1f7c38d950816e0f7d6caddb747e1945c,-1724.7732093687723,-1671.32851399963,0.03425947727807864,737ad784548e861b033780fda8c870c9f3ced5cc83cd97a17f8d3aeedcb28f33
comgenvid:datasets/comgenvid/fake/Sora/itscarlosrios_248447563%2Fmd.mp4,datasets/comgenvid/fake/Sora/itscarlosrios_248447563%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/itscarlosrios_248447563%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,4c4dd513c7a45e4649983086885cdd566c3c1d5719926e02a0ab69cd7a291cf7,-1988.4914710875223,-1748.5627669293176,0.010168942783141042,b65f374cd18a09534b2e6aa1c1aa9158c1e145afc342a9e9272cab32dfc79684
comgenvid:datasets/comgenvid/fake/Sora/itsokbutno_271983187%2Fmd.mp4,datasets/comgenvid/fake/Sora/itsokbutno_271983187%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/itsokbutno_271983187%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,810a1b21e5d5d53db8f0a2455cffaece7510a55a04d6ab4088fb5f104f77c17d,-2307.114151751585,-1621.7515486675989,0.03612844360725218,16563386292f04a0a5b720b62bb6e194ed502f0ee9af981c913e2bf85a1619f7
comgenvid:datasets/comgenvid/fake/Sora/itzbeckz_470277008%2Fmd.mp4,datasets/comgenvid/fake/Sora/itzbeckz_470277008%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/itzbeckz_470277008%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,aba78b1de5c578e10573c989a0bca965651705258eb88438dc2816ca31b21b9e,-1706.5052039976786,-1638.0341414410364,0.04823993407110902,454aaa2b566972ec16aacb21b22fe1c32f0d957480b01d4f1927bb2ab824c529
comgenvid:datasets/comgenvid/fake/Sora/ivanivanivan1_309324009%2Fmd.mp4,datasets/comgenvid/fake/Sora/ivanivanivan1_309324009%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/ivanivanivan1_309324009%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,fb1ae20a080c7b003f1a4c8865510ff0eb8bbcb4c7d60ba5726ca2d16c9c1bad,-1693.0742957945536,-1548.134910484005,0.14769248881563457,18813b6ab3ed24d3a2b54df4f9fd7c6683bb8355f3b52ada48f521a00ad76370
comgenvid:datasets/comgenvid/fake/Sora/j_lock55_626070219%2Fmd.mp4,datasets/comgenvid/fake/Sora/j_lock55_626070219%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/j_lock55_626070219%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,40dce9f27734228a7142461840cf58fe78bb3d30d2dd606b262b0ea97b6ee636,-1970.0804603453348,-1654.703269859005,0.024782199199434897,8a80399e70b1f591bea091f98f73c60df20798ff0ee1ade9899ecfac79d49595
comgenvid:datasets/comgenvid/fake/Sora/jackadhd_344785515%2Fmd.mp4,datasets/comgenvid/fake/Sora/jackadhd_344785515%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/jackadhd_344785515%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,8778307129a570c4420d1385c884169343ef70d5365a126b3f439fb53c2385c4,-1834.6473548765848,-1599.1760481793176,0.06363315281375088,757ffb3eaeb1060fa9de4b7c68c7f4338bbad8a56b658d8f389d44519d8abf9c
comgenvid:datasets/comgenvid/fake/Sora/jackhipins_649721170%2Fmd.mp4,datasets/comgenvid/fake/Sora/jackhipins_649721170%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/jackhipins_649721170%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,ee11c8f1e254af1391a002e19f9e1fda5aba276332b0ab53f672df19eebdcc4b,-1797.3492591734598,-1678.53798665588,0.025988933364728045,b04c4bf35684d31bc9df6000e009eee4dac1c39bf64b3547cbac2a88e6e2b00e
comgenvid:datasets/comgenvid/fake/Sora/jacksk_701698230%2Fmd.mp4,datasets/comgenvid/fake/Sora/jacksk_701698230%2Fmd.mp4,comgenvid:datasets/comgenvid/fake/Sora/jacksk_701698230%2Fmd.mp4,comgenvid,annotated,Sora,evaluation,16,"[52, 56, 60, 64, 68, 71, 75, 79, 82, 86, 90, 94, 98, 101, 105, 109]",-1,27a30155f483df6535ce6389783a4986158429454288edb421fae1bd7d0ab1dc,-1975.9044349547098,-1703.7446516949426,0.013995173063338827,5af4d592eec6a5160b5269f5ad2b87213eb8c2f9b0a72c2d100cb41b9cde594d
