dataset,paper_priority,risk_type,category,subset,source_model,filename,video_path,duration_seconds,fps,num_frames,has_2s_window,global_score,patch_score,alpha_score,alpha_minus_global_score,patch_minus_global_score,alpha_minus_patch_score,generator_ci_class,generator_delta_auc_mean,generator_delta_auc_ci_low,generator_delta_auc_ci_high,macro_delta_auc_mean,macro_delta_auc_ci_low,macro_delta_auc_ci_high,recommended_use
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p101355.mp4,STALL/datasets/videofeedback/real/Panda70M/p101355.mp4,2.0,8.0,16.0,True,0.0113315281375088,0.0071568628773093,0.009661662033429,-0.0016698661040797,-0.0041746652601995,0.0025047991561197,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p100187.mp4,STALL/datasets/videofeedback/real/Panda70M/p100187.mp4,3.0,8.0,24.0,True,0.0051801271485754,0.0090931374579668,0.0067453312723319,0.0015652041237565,0.0039130103093913,-0.0023478061856348,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p109626.mp4,STALL/datasets/videofeedback/real/Panda70M/p109626.mp4,2.0,8.0,16.0,True,0.0108900400282552,0.0147058814764022,0.012416376607514,0.0015263365792588,0.0038158414481469,-0.0022895048688881,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p100866.mp4,STALL/datasets/videofeedback/real/Panda70M/p100866.mp4,2.0,8.0,16.0,True,0.008447139157052,0.0048529412597417,0.0070094599981278,-0.0014376791589241,-0.0035941978973102,0.0021565187383861,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p106966.mp4,STALL/datasets/videofeedback/real/Panda70M/p106966.mp4,2.0,8.0,16.0,True,0.004841652931481,0.0013970588333904,0.0034638152922447,-0.0013778376392363,-0.0034445940980906,0.0020667564588543,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p105645.mp4,STALL/datasets/videofeedback/real/Panda70M/p105645.mp4,2.0,8.0,16.0,True,0.0083735578055097,0.0100000007078051,0.0090241349664278,0.000650577160918,0.0016264429022953,-0.0009758657413772,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p103773.mp4,STALL/datasets/videofeedback/real/Panda70M/p103773.mp4,2.0,8.0,16.0,True,0.0103602542971509,0.0091911759227514,0.0098926229473911,-0.0004676313497598,-0.0011690783743994,0.0007014470246396,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,Panda70M,p106149.mp4,STALL/datasets/videofeedback/real/Panda70M/p106149.mp4,2.0,8.0,16.0,True,0.0080056510477984,0.0086029414087533,0.0082445671921803,0.0002389161443819,0.0005972903609549,-0.0003583742165729,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,real_false_positive_risk,real_alpha_low,real,DiDeMo,p004212.mp4,STALL/datasets/videofeedback/real/DiDeMo/p004212.mp4,3.0,8.0,24.0,True,0.01189074640923,0.0117647051811218,0.0118403299179867,-5.041649124329882e-05,-0.0001260412281081,7.562473686490052e-05,no_generator_ci,,,,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: real-video false-positive / recall boundary
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1004373.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1004373.mp4,2.0,8.0,16.0,True,0.5588062161525783,0.9684558510780334,0.7226660701227603,0.163859853970182,0.4096496349254551,-0.2457897809552731,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1000341.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000341.mp4,2.0,8.0,16.0,True,0.5976571697668942,0.9617156982421876,0.7432805811570116,0.1456234113901173,0.3640585284752934,-0.218435117085176,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1001650.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1001650.mp4,2.0,8.0,16.0,True,0.5865905344949376,0.9243382215499878,0.7216896093169577,0.1350990748220201,0.3377476870550502,-0.2026486122330301,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1002423.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002423.mp4,2.0,8.0,16.0,True,0.6115051801271485,0.9381617307662964,0.7421678003828076,0.1306626202556591,0.3266565506391479,-0.1959939303834887,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1002229.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002229.mp4,2.0,8.0,16.0,True,0.6057952672474688,0.9168382287025452,0.7302124518294993,0.1244171845820305,0.3110429614550763,-0.1866257768730458,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1001056.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1001056.mp4,2.0,8.0,16.0,True,0.6317547680715799,0.9157353043556212,0.7453469825851964,0.1135922145136164,0.2839805362840413,-0.1703883217704248,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1002211.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002211.mp4,2.0,8.0,16.0,True,0.6353013892159172,0.8813234567642212,0.7337102162352388,0.0984088270193216,0.246022067548304,-0.1476132405289824,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1002250.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002250.mp4,2.0,8.0,16.0,True,0.6764333647280434,0.8939460515975952,0.7634384394758642,0.0870050747478208,0.2175126868695518,-0.130507612121731,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1002458.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1002458.mp4,2.0,8.0,16.0,True,0.7584324228867436,0.9152205586433412,0.8211476771893826,0.062715254302639,0.1567881357565975,-0.0940728814539585,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1000961.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000961.mp4,2.0,8.0,16.0,True,0.6733135154226513,0.8294607400894165,0.7357724052893574,0.0624588898667061,0.1561472246667652,-0.0936883348000591,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1000968.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000968.mp4,2.0,8.0,16.0,True,0.7043059806922534,0.856666624546051,0.7652502382337725,0.0609442575415191,0.1523606438537976,-0.0914163863122785,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1000937.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000937.mp4,2.0,8.0,16.0,True,0.7251000706380974,0.7876715660095215,0.7501286687866671,0.0250285981485696,0.062571495371424,-0.0375428972228544,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1001569.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1001569.mp4,2.0,8.0,16.0,True,0.7357840828820343,0.7047794461250305,0.7233822281792328,-0.0124018547028015,-0.0310046367570038,0.0186027820542022,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1000945.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1000945.mp4,2.0,8.0,16.0,True,0.929347186249117,0.9042401909828186,0.9193043881425976,-0.0100427981065194,-0.0251069952662984,0.015064197159779,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
videofeedback,P0,residual_generated_hard_case,generated_alpha_still_high,annotated,Text2Video-Zero,1001779.mp4,STALL/datasets/videofeedback/fake/Text2Video-Zero/1001779.mp4,2.0,8.0,16.0,True,0.7627590063574288,0.7501960396766663,0.7577338196851238,-0.005025186672305,-0.0125629666807625,0.0075377800084575,stable_negative_transfer,-0.0709081190397474,-0.0766744251389585,-0.0649173370408726,0.0153352195195958,0.0127410021059496,0.0179051806441933,failure figure: stable generator-level negative transfer or hard generated case
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,267841ab-d2a2-5e99-a71f-d4b2503b16a5.mp4,STALL/datasets/comgenvid/fake/VEO3/267841ab-d2a2-5e99-a71f-d4b2503b16a5.mp4,8.0,24.0,192.0,True,0.0671650576877796,0.7512956261634827,0.3408172850780608,0.2736522273902812,0.6841305684757031,-0.4104783410854218,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,gimdonghun_320759929%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/gimdonghun_320759929%2Fmd.mp4,5.0,30.0,150.0,True,0.0510948905109489,0.6787396669387817,0.302152801082082,0.2510579105711331,0.6276447764278328,-0.3765868658566997,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,antoinemg_733077046%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/antoinemg_733077046%2Fmd.mp4,5.0,30.0,150.0,True,0.1101365669884624,0.6960541605949402,0.3445036044310535,0.234367037442591,0.5859175936064778,-0.3515505561638867,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,callumhall0504_276528656%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/callumhall0504_276528656%2Fmd.mp4,10.0,30.0,300.0,True,0.1378914527902048,0.6958186030387878,0.361062312889638,0.2231708600994332,0.5579271502485831,-0.3347562901491498,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,johnwickerson_618482429%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/johnwickerson_618482429%2Fmd.mp4,5.0,30.0,150.0,True,0.263612550035319,0.7845700979232788,0.471995569190503,0.2083830191551839,0.5209575478879598,-0.3125745287327758,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,226a982a-267e-5578-8375-b71dea1a085f.mp4,STALL/datasets/comgenvid/fake/VEO3/226a982a-267e-5578-8375-b71dea1a085f.mp4,8.0,24.0,192.0,True,0.057305156581116,0.5732626914978027,0.2636881705477907,0.2063830139666747,0.5159575349166867,-0.309574520950012,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,chasexcx_403885798%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/chasexcx_403885798%2Fmd.mp4,10.0,30.0,300.0,True,0.0605574523192842,0.5666666626930237,0.26300113646878,0.2024436841494958,0.5061092103737395,-0.3036655262242437,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,74bb3761-ef8b-5875-9c51-1c730b2c3cef.mp4,STALL/datasets/comgenvid/fake/VEO3/74bb3761-ef8b-5875-9c51-1c730b2c3cef.mp4,8.0,24.0,192.0,True,0.0276665881798916,0.5166666507720947,0.2232666132167728,0.1956000250368812,0.4890000625922031,-0.2934000375553219,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,raqibyousuf_172895658%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/raqibyousuf_172895658%2Fmd.mp4,5.0,30.0,150.0,True,0.1514892865552154,0.6373380422592163,0.3458287888368158,0.1943395022816003,0.4858487557040009,-0.2915092534224005,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,kanon0707_322281649%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/kanon0707_322281649%2Fmd.mp4,10.0,30.0,300.0,True,0.4021662349894043,0.8851001262664795,0.5953397915002344,0.1931735565108301,0.4829338912770752,-0.2897603347662451,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,e237197d-f25a-5d4a-a654-7f95f219d6de.mp4,STALL/datasets/comgenvid/fake/VEO3/e237197d-f25a-5d4a-a654-7f95f219d6de.mp4,8.0,24.0,192.0,True,0.065943607252178,0.5448763370513916,0.2575166991718634,0.1915730919196853,0.4789327297992136,-0.2873596378795282,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,1395a33b-8814-514c-94ea-23096918fe71.mp4,STALL/datasets/comgenvid/fake/VEO3/1395a33b-8814-514c-94ea-23096918fe71.mp4,8.0,24.0,192.0,True,0.0464739816340946,0.5245583057403564,0.2377077112765993,0.1912337296425046,0.4780843241062618,-0.2868505944637571,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,0824813a-5d4e-5cd3-9f88-bf7ac0fec256.mp4,STALL/datasets/comgenvid/fake/VEO3/0824813a-5d4e-5cd3-9f88-bf7ac0fec256.mp4,8.0,24.0,192.0,True,0.2303243465975983,0.7005889415740967,0.4184301845881976,0.1881058379905993,0.4702645949764984,-0.2821587569858991,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,yasgf701177_900651029%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/yasgf701177_900651029%2Fmd.mp4,5.0,30.0,150.0,True,0.0507122674829291,0.5189045667648315,0.23798918719569,0.1872769197127609,0.4681922992819024,-0.2809153795691415,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,ashes1881_697273547%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/ashes1881_697273547%2Fmd.mp4,5.0,30.0,150.0,True,0.1594507887920885,0.6130741834640503,0.3409001466608732,0.1814493578687847,0.4536233946719618,-0.2721740368031771,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,harusunshine_450175492%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/harusunshine_450175492%2Fmd.mp4,5.0,30.0,150.0,True,0.1115787614786908,0.5559481978416443,0.2893265360238722,0.1777477745451814,0.4443694363629535,-0.2666216618177721,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,joseantonio71_614690824%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/joseantonio71_614690824%2Fmd.mp4,10.0,30.0,300.0,True,0.0367759595008241,0.4787396788597107,0.2135614472443787,0.1767854877435546,0.4419637193588865,-0.265178231615332,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,13907fcc-2fee-5e7c-a75f-bad2e74114d9.mp4,STALL/datasets/comgenvid/fake/VEO3/13907fcc-2fee-5e7c-a75f-bad2e74114d9.mp4,8.0,24.0,192.0,True,0.1687073228161054,0.6084216833114624,0.3445930670142482,0.1758857441981428,0.439714360495357,-0.2638286162972142,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,VEO3,db33af0f-e352-5b65-a3d5-1062f5249081.mp4,STALL/datasets/comgenvid/fake/VEO3/db33af0f-e352-5b65-a3d5-1062f5249081.mp4,8.0,24.0,192.0,True,0.2728838003296444,0.7100117802619934,0.447734992302584,0.1748511919729396,0.437127979932349,-0.2622767879594094,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,generated_false_real_risk,generated_score_increased_by_alpha,annotated,Sora,trecording_547987669%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/trecording_547987669%2Fmd.mp4,5.0,30.0,150.0,True,0.042912644219449,0.4769140183925628,0.2165131938886945,0.1736005496692454,0.4340013741731138,-0.2604008245038683,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,supplementary audit candidate
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,VEO3,267841ab-d2a2-5e99-a71f-d4b2503b16a5.mp4,STALL/datasets/comgenvid/fake/VEO3/267841ab-d2a2-5e99-a71f-d4b2503b16a5.mp4,8.0,24.0,192.0,True,0.0671650576877796,0.7512956261634827,0.3408172850780608,0.2736522273902812,0.6841305684757031,-0.4104783410854218,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,gimdonghun_320759929%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/gimdonghun_320759929%2Fmd.mp4,5.0,30.0,150.0,True,0.0510948905109489,0.6787396669387817,0.302152801082082,0.2510579105711331,0.6276447764278328,-0.3765868658566997,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,antoinemg_733077046%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/antoinemg_733077046%2Fmd.mp4,5.0,30.0,150.0,True,0.1101365669884624,0.6960541605949402,0.3445036044310535,0.234367037442591,0.5859175936064778,-0.3515505561638867,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,callumhall0504_276528656%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/callumhall0504_276528656%2Fmd.mp4,10.0,30.0,300.0,True,0.1378914527902048,0.6958186030387878,0.361062312889638,0.2231708600994332,0.5579271502485831,-0.3347562901491498,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,johnwickerson_618482429%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/johnwickerson_618482429%2Fmd.mp4,5.0,30.0,150.0,True,0.263612550035319,0.7845700979232788,0.471995569190503,0.2083830191551839,0.5209575478879598,-0.3125745287327758,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,VEO3,226a982a-267e-5578-8375-b71dea1a085f.mp4,STALL/datasets/comgenvid/fake/VEO3/226a982a-267e-5578-8375-b71dea1a085f.mp4,8.0,24.0,192.0,True,0.057305156581116,0.5732626914978027,0.2636881705477907,0.2063830139666747,0.5159575349166867,-0.309574520950012,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,chasexcx_403885798%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/chasexcx_403885798%2Fmd.mp4,10.0,30.0,300.0,True,0.0605574523192842,0.5666666626930237,0.26300113646878,0.2024436841494958,0.5061092103737395,-0.3036655262242437,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,VEO3,74bb3761-ef8b-5875-9c51-1c730b2c3cef.mp4,STALL/datasets/comgenvid/fake/VEO3/74bb3761-ef8b-5875-9c51-1c730b2c3cef.mp4,8.0,24.0,192.0,True,0.0276665881798916,0.5166666507720947,0.2232666132167728,0.1956000250368812,0.4890000625922031,-0.2934000375553219,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,raqibyousuf_172895658%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/raqibyousuf_172895658%2Fmd.mp4,5.0,30.0,150.0,True,0.1514892865552154,0.6373380422592163,0.3458287888368158,0.1943395022816003,0.4858487557040009,-0.2915092534224005,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,Sora,kanon0707_322281649%2Fmd.mp4,STALL/datasets/comgenvid/fake/Sora/kanon0707_322281649%2Fmd.mp4,10.0,30.0,300.0,True,0.4021662349894043,0.8851001262664795,0.5953397915002344,0.1931735565108301,0.4829338912770752,-0.2897603347662451,stable_positive_transfer,0.0691531996539792,0.0621494506920416,0.076427794117647,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,VEO3,e237197d-f25a-5d4a-a654-7f95f219d6de.mp4,STALL/datasets/comgenvid/fake/VEO3/e237197d-f25a-5d4a-a654-7f95f219d6de.mp4,8.0,24.0,192.0,True,0.065943607252178,0.5448763370513916,0.2575166991718634,0.1915730919196853,0.4789327297992136,-0.2873596378795282,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
comgenvid,P1,patch_global_conflict,generated_patch_global_conflict,annotated,VEO3,1395a33b-8814-514c-94ea-23096918fe71.mp4,STALL/datasets/comgenvid/fake/VEO3/1395a33b-8814-514c-94ea-23096918fe71.mp4,8.0,24.0,192.0,True,0.0464739816340946,0.5245583057403564,0.2377077112765993,0.1912337296425046,0.4780843241062618,-0.2868505944637571,stable_positive_transfer,0.0637713615916955,0.0573656401384083,0.0706377465397923,0.0668755029411764,0.0617714900519031,0.071396221885813,mechanism audit: patch-global disagreement
