content_path,label,type_id,source_model,filename,n_read_frames,encoder,loss,d3_second_order_std,status,error
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1172,1,AI Video,Crafter,Crafter_1172.mp4,8,XCLIP-16,l2,2.551597118377685,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1173,1,AI Video,Crafter,Crafter_1173.mp4,8,XCLIP-16,l2,1.7859084606170654,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1174,1,AI Video,Crafter,Crafter_1174.mp4,8,XCLIP-16,l2,3.1260766983032227,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1175,1,AI Video,Crafter,Crafter_1175.mp4,8,XCLIP-16,l2,3.2278807163238525,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1176,1,AI Video,Crafter,Crafter_1176.mp4,8,XCLIP-16,l2,1.7672719955444336,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1177,1,AI Video,Crafter,Crafter_1177.mp4,8,XCLIP-16,l2,0.344279021024704,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1178,1,AI Video,Crafter,Crafter_1178.mp4,8,XCLIP-16,l2,0.1799610257148742,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1179,1,AI Video,Crafter,Crafter_1179.mp4,8,XCLIP-16,l2,1.7185405492782593,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_118,1,AI Video,Crafter,Crafter_118.mp4,8,XCLIP-16,l2,0.9868599772453308,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1180,1,AI Video,Crafter,Crafter_1180.mp4,8,XCLIP-16,l2,1.651404857635498,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1181,1,AI Video,Crafter,Crafter_1181.mp4,8,XCLIP-16,l2,1.6454886198043823,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1182,1,AI Video,Crafter,Crafter_1182.mp4,8,XCLIP-16,l2,0.4844326078891754,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1183,1,AI Video,Crafter,Crafter_1183.mp4,8,XCLIP-16,l2,1.2528365850448608,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1184,1,AI Video,Crafter,Crafter_1184.mp4,8,XCLIP-16,l2,1.3266270160675049,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1185,1,AI Video,Crafter,Crafter_1185.mp4,8,XCLIP-16,l2,1.4560918807983398,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1186,1,AI Video,Crafter,Crafter_1186.mp4,8,XCLIP-16,l2,1.1407533884048462,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1187,1,AI Video,Crafter,Crafter_1187.mp4,8,XCLIP-16,l2,0.5648189783096313,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1188,1,AI Video,Crafter,Crafter_1188.mp4,8,XCLIP-16,l2,2.0028891563415527,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1189,1,AI Video,Crafter,Crafter_1189.mp4,8,XCLIP-16,l2,0.8666970133781433,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_119,1,AI Video,Crafter,Crafter_119.mp4,8,XCLIP-16,l2,1.572186827659607,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1190,1,AI Video,Crafter,Crafter_1190.mp4,8,XCLIP-16,l2,2.1688761711120605,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1191,1,AI Video,Crafter,Crafter_1191.mp4,8,XCLIP-16,l2,1.7060624361038208,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1192,1,AI Video,Crafter,Crafter_1192.mp4,8,XCLIP-16,l2,1.3926712274551392,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1193,1,AI Video,Crafter,Crafter_1193.mp4,8,XCLIP-16,l2,0.4349652826786041,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1194,1,AI Video,Crafter,Crafter_1194.mp4,8,XCLIP-16,l2,0.7807896733283997,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1195,1,AI Video,Crafter,Crafter_1195.mp4,8,XCLIP-16,l2,1.0480082035064695,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1196,1,AI Video,Crafter,Crafter_1196.mp4,8,XCLIP-16,l2,0.5240201354026794,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1197,1,AI Video,Crafter,Crafter_1197.mp4,8,XCLIP-16,l2,1.042013168334961,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1198,1,AI Video,Crafter,Crafter_1198.mp4,8,XCLIP-16,l2,1.6286845207214355,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1199,1,AI Video,Crafter,Crafter_1199.mp4,8,XCLIP-16,l2,1.3550573587417605,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_12,1,AI Video,Crafter,Crafter_12.mp4,8,XCLIP-16,l2,1.023692965507507,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_120,1,AI Video,Crafter,Crafter_120.mp4,8,XCLIP-16,l2,0.3218938410282135,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1200,1,AI Video,Crafter,Crafter_1200.mp4,8,XCLIP-16,l2,0.5465364456176758,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1201,1,AI Video,Crafter,Crafter_1201.mp4,8,XCLIP-16,l2,2.2523748874664307,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1202,1,AI Video,Crafter,Crafter_1202.mp4,8,XCLIP-16,l2,0.9346545338630676,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1203,1,AI Video,Crafter,Crafter_1203.mp4,8,XCLIP-16,l2,0.5770711898803711,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1204,1,AI Video,Crafter,Crafter_1204.mp4,8,XCLIP-16,l2,0.5499403476715088,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1205,1,AI Video,Crafter,Crafter_1205.mp4,8,XCLIP-16,l2,0.9899864792823792,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1206,1,AI Video,Crafter,Crafter_1206.mp4,8,XCLIP-16,l2,0.3580127358436584,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1207,1,AI Video,Crafter,Crafter_1207.mp4,8,XCLIP-16,l2,2.3695664405822754,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1208,1,AI Video,Crafter,Crafter_1208.mp4,8,XCLIP-16,l2,1.899361252784729,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1209,1,AI Video,Crafter,Crafter_1209.mp4,8,XCLIP-16,l2,2.0593178272247314,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_121,1,AI Video,Crafter,Crafter_121.mp4,8,XCLIP-16,l2,4.015784740447998,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1210,1,AI Video,Crafter,Crafter_1210.mp4,8,XCLIP-16,l2,1.990411400794983,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1211,1,AI Video,Crafter,Crafter_1211.mp4,8,XCLIP-16,l2,0.6518721580505371,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1212,1,AI Video,Crafter,Crafter_1212.mp4,8,XCLIP-16,l2,0.8757120966911316,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1213,1,AI Video,Crafter,Crafter_1213.mp4,8,XCLIP-16,l2,0.5413665771484375,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1214,1,AI Video,Crafter,Crafter_1214.mp4,8,XCLIP-16,l2,0.6832770109176636,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1215,1,AI Video,Crafter,Crafter_1215.mp4,8,XCLIP-16,l2,1.5204182863235474,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1216,1,AI Video,Crafter,Crafter_1216.mp4,8,XCLIP-16,l2,1.6858965158462524,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1217,1,AI Video,Crafter,Crafter_1217.mp4,8,XCLIP-16,l2,5.438236236572266,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1218,1,AI Video,Crafter,Crafter_1218.mp4,8,XCLIP-16,l2,3.0574419498443604,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1219,1,AI Video,Crafter,Crafter_1219.mp4,8,XCLIP-16,l2,2.4890739917755127,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_122,1,AI Video,Crafter,Crafter_122.mp4,8,XCLIP-16,l2,1.876625895500183,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1220,1,AI Video,Crafter,Crafter_1220.mp4,8,XCLIP-16,l2,1.0388576984405518,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1221,1,AI Video,Crafter,Crafter_1221.mp4,8,XCLIP-16,l2,1.3953927755355835,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1222,1,AI Video,Crafter,Crafter_1222.mp4,8,XCLIP-16,l2,0.8630174398422241,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1223,1,AI Video,Crafter,Crafter_1223.mp4,8,XCLIP-16,l2,3.6343605518341056,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1224,1,AI Video,Crafter,Crafter_1224.mp4,8,XCLIP-16,l2,4.64485502243042,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1225,1,AI Video,Crafter,Crafter_1225.mp4,8,XCLIP-16,l2,0.6791754961013794,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1226,1,AI Video,Crafter,Crafter_1226.mp4,8,XCLIP-16,l2,0.8178744912147522,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1227,1,AI Video,Crafter,Crafter_1227.mp4,8,XCLIP-16,l2,2.7730863094329834,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1228,1,AI Video,Crafter,Crafter_1228.mp4,8,XCLIP-16,l2,1.936861872673035,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1229,1,AI Video,Crafter,Crafter_1229.mp4,8,XCLIP-16,l2,1.934076189994812,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_123,1,AI Video,Crafter,Crafter_123.mp4,8,XCLIP-16,l2,0.7592147588729858,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1230,1,AI Video,Crafter,Crafter_1230.mp4,8,XCLIP-16,l2,3.723454475402832,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1231,1,AI Video,Crafter,Crafter_1231.mp4,8,XCLIP-16,l2,1.5600203275680542,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1232,1,AI Video,Crafter,Crafter_1232.mp4,8,XCLIP-16,l2,0.3377694189548492,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1233,1,AI Video,Crafter,Crafter_1233.mp4,8,XCLIP-16,l2,0.6376709342002869,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1234,1,AI Video,Crafter,Crafter_1234.mp4,8,XCLIP-16,l2,1.0642350912094116,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1235,1,AI Video,Crafter,Crafter_1235.mp4,8,XCLIP-16,l2,2.622182130813598,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1236,1,AI Video,Crafter,Crafter_1236.mp4,8,XCLIP-16,l2,0.7360067963600159,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1237,1,AI Video,Crafter,Crafter_1237.mp4,8,XCLIP-16,l2,0.6040070056915283,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1238,1,AI Video,Crafter,Crafter_1238.mp4,8,XCLIP-16,l2,0.4669898152351379,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1239,1,AI Video,Crafter,Crafter_1239.mp4,8,XCLIP-16,l2,0.3631683886051178,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_124,1,AI Video,Crafter,Crafter_124.mp4,8,XCLIP-16,l2,2.165261030197144,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1240,1,AI Video,Crafter,Crafter_1240.mp4,8,XCLIP-16,l2,0.7489402294158936,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1241,1,AI Video,Crafter,Crafter_1241.mp4,8,XCLIP-16,l2,2.119992256164551,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1242,1,AI Video,Crafter,Crafter_1242.mp4,8,XCLIP-16,l2,3.871881246566773,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1243,1,AI Video,Crafter,Crafter_1243.mp4,8,XCLIP-16,l2,0.2489421963691711,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1244,1,AI Video,Crafter,Crafter_1244.mp4,8,XCLIP-16,l2,1.1207594871520996,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1245,1,AI Video,Crafter,Crafter_1245.mp4,8,XCLIP-16,l2,0.1976765990257263,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1246,1,AI Video,Crafter,Crafter_1246.mp4,8,XCLIP-16,l2,0.5760449171066284,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1247,1,AI Video,Crafter,Crafter_1247.mp4,8,XCLIP-16,l2,0.4863019287586212,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1248,1,AI Video,Crafter,Crafter_1248.mp4,8,XCLIP-16,l2,0.8531426787376404,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1249,1,AI Video,Crafter,Crafter_1249.mp4,8,XCLIP-16,l2,1.038562536239624,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_125,1,AI Video,Crafter,Crafter_125.mp4,8,XCLIP-16,l2,0.3373993039131164,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1250,1,AI Video,Crafter,Crafter_1250.mp4,8,XCLIP-16,l2,0.2323443293571472,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1251,1,AI Video,Crafter,Crafter_1251.mp4,8,XCLIP-16,l2,0.6238106489181519,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1252,1,AI Video,Crafter,Crafter_1252.mp4,8,XCLIP-16,l2,0.2718462646007538,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1253,1,AI Video,Crafter,Crafter_1253.mp4,8,XCLIP-16,l2,1.4306076765060425,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1254,1,AI Video,Crafter,Crafter_1254.mp4,8,XCLIP-16,l2,0.1621274799108505,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1255,1,AI Video,Crafter,Crafter_1255.mp4,8,XCLIP-16,l2,0.7762116193771362,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1256,1,AI Video,Crafter,Crafter_1256.mp4,8,XCLIP-16,l2,1.0838123559951782,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1257,1,AI Video,Crafter,Crafter_1257.mp4,8,XCLIP-16,l2,6.489839553833008,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1258,1,AI Video,Crafter,Crafter_1258.mp4,8,XCLIP-16,l2,0.9753441214561462,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1259,1,AI Video,Crafter,Crafter_1259.mp4,8,XCLIP-16,l2,0.747410774230957,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_126,1,AI Video,Crafter,Crafter_126.mp4,8,XCLIP-16,l2,0.9048929810523988,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1260,1,AI Video,Crafter,Crafter_1260.mp4,8,XCLIP-16,l2,0.9737749099731444,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1261,1,AI Video,Crafter,Crafter_1261.mp4,8,XCLIP-16,l2,2.6895639896392822,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1262,1,AI Video,Crafter,Crafter_1262.mp4,8,XCLIP-16,l2,0.3208496570587158,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1263,1,AI Video,Crafter,Crafter_1263.mp4,8,XCLIP-16,l2,0.6198791861534119,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1264,1,AI Video,Crafter,Crafter_1264.mp4,8,XCLIP-16,l2,0.3249392807483673,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1265,1,AI Video,Crafter,Crafter_1265.mp4,8,XCLIP-16,l2,0.7132250666618347,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1266,1,AI Video,Crafter,Crafter_1266.mp4,8,XCLIP-16,l2,0.7023228406906128,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1267,1,AI Video,Crafter,Crafter_1267.mp4,8,XCLIP-16,l2,1.2919347286224363,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1268,1,AI Video,Crafter,Crafter_1268.mp4,8,XCLIP-16,l2,0.6746850609779358,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1269,1,AI Video,Crafter,Crafter_1269.mp4,8,XCLIP-16,l2,0.4521532356739044,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_127,1,AI Video,Crafter,Crafter_127.mp4,8,XCLIP-16,l2,0.4606606066226959,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1270,1,AI Video,Crafter,Crafter_1270.mp4,8,XCLIP-16,l2,0.9128478169441224,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1271,1,AI Video,Crafter,Crafter_1271.mp4,8,XCLIP-16,l2,1.5048571825027466,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1272,1,AI Video,Crafter,Crafter_1272.mp4,8,XCLIP-16,l2,2.2418112754821777,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1273,1,AI Video,Crafter,Crafter_1273.mp4,8,XCLIP-16,l2,2.3542423248291016,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1274,1,AI Video,Crafter,Crafter_1274.mp4,8,XCLIP-16,l2,1.0162217617034912,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1275,1,AI Video,Crafter,Crafter_1275.mp4,8,XCLIP-16,l2,1.7933447360992432,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1276,1,AI Video,Crafter,Crafter_1276.mp4,8,XCLIP-16,l2,2.795783042907715,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1277,1,AI Video,Crafter,Crafter_1277.mp4,8,XCLIP-16,l2,2.359668254852295,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1278,1,AI Video,Crafter,Crafter_1278.mp4,8,XCLIP-16,l2,1.9488682746887207,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1279,1,AI Video,Crafter,Crafter_1279.mp4,8,XCLIP-16,l2,0.837742030620575,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_128,1,AI Video,Crafter,Crafter_128.mp4,8,XCLIP-16,l2,1.3172328472137451,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1280,1,AI Video,Crafter,Crafter_1280.mp4,8,XCLIP-16,l2,1.0132763385772705,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1281,1,AI Video,Crafter,Crafter_1281.mp4,8,XCLIP-16,l2,1.978319764137268,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1284,1,AI Video,Crafter,Crafter_1284.mp4,8,XCLIP-16,l2,3.010418653488159,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1285,1,AI Video,Crafter,Crafter_1285.mp4,8,XCLIP-16,l2,0.7779638767242432,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1286,1,AI Video,Crafter,Crafter_1286.mp4,8,XCLIP-16,l2,1.8992865085601809,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1287,1,AI Video,Crafter,Crafter_1287.mp4,8,XCLIP-16,l2,3.2003753185272217,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1288,1,AI Video,Crafter,Crafter_1288.mp4,8,XCLIP-16,l2,1.7295359373092651,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1289,1,AI Video,Crafter,Crafter_1289.mp4,8,XCLIP-16,l2,1.2875087261199951,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_129,1,AI Video,Crafter,Crafter_129.mp4,8,XCLIP-16,l2,1.0233579874038696,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1290,1,AI Video,Crafter,Crafter_1290.mp4,8,XCLIP-16,l2,4.132159233093262,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1291,1,AI Video,Crafter,Crafter_1291.mp4,8,XCLIP-16,l2,1.0500391721725464,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1292,1,AI Video,Crafter,Crafter_1292.mp4,8,XCLIP-16,l2,0.660114586353302,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1293,1,AI Video,Crafter,Crafter_1293.mp4,8,XCLIP-16,l2,5.389423847198486,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1294,1,AI Video,Crafter,Crafter_1294.mp4,8,XCLIP-16,l2,1.2724467515945437,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1295,1,AI Video,Crafter,Crafter_1295.mp4,8,XCLIP-16,l2,1.9628552198410036,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1296,1,AI Video,Crafter,Crafter_1296.mp4,8,XCLIP-16,l2,1.0491348505020142,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1297,1,AI Video,Crafter,Crafter_1297.mp4,8,XCLIP-16,l2,1.0448362827301023,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1298,1,AI Video,Crafter,Crafter_1298.mp4,8,XCLIP-16,l2,1.0505889654159546,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1299,1,AI Video,Crafter,Crafter_1299.mp4,8,XCLIP-16,l2,1.641479730606079,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_13,1,AI Video,Crafter,Crafter_13.mp4,8,XCLIP-16,l2,1.1809221506118774,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_130,1,AI Video,Crafter,Crafter_130.mp4,8,XCLIP-16,l2,3.8602077960968018,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1300,1,AI Video,Crafter,Crafter_1300.mp4,8,XCLIP-16,l2,1.5457017421722412,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1301,1,AI Video,Crafter,Crafter_1301.mp4,8,XCLIP-16,l2,0.6540781259536743,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1302,1,AI Video,Crafter,Crafter_1302.mp4,8,XCLIP-16,l2,3.477295160293579,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1303,1,AI Video,Crafter,Crafter_1303.mp4,8,XCLIP-16,l2,1.3947993516921997,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1304,1,AI Video,Crafter,Crafter_1304.mp4,8,XCLIP-16,l2,1.2663251161575315,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1305,1,AI Video,Crafter,Crafter_1305.mp4,8,XCLIP-16,l2,2.642419815063477,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1306,1,AI Video,Crafter,Crafter_1306.mp4,8,XCLIP-16,l2,1.819898247718811,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1307,1,AI Video,Crafter,Crafter_1307.mp4,8,XCLIP-16,l2,0.8631412982940674,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1308,1,AI Video,Crafter,Crafter_1308.mp4,8,XCLIP-16,l2,0.4525948166847229,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1309,1,AI Video,Crafter,Crafter_1309.mp4,8,XCLIP-16,l2,0.4698818624019623,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_131,1,AI Video,Crafter,Crafter_131.mp4,8,XCLIP-16,l2,2.974022388458252,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1310,1,AI Video,Crafter,Crafter_1310.mp4,8,XCLIP-16,l2,1.1138577461242676,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1311,1,AI Video,Crafter,Crafter_1311.mp4,8,XCLIP-16,l2,0.8286857604980469,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1312,1,AI Video,Crafter,Crafter_1312.mp4,8,XCLIP-16,l2,1.0073071718215942,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1313,1,AI Video,Crafter,Crafter_1313.mp4,8,XCLIP-16,l2,2.9900360107421875,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1314,1,AI Video,Crafter,Crafter_1314.mp4,8,XCLIP-16,l2,1.572473645210266,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1315,1,AI Video,Crafter,Crafter_1315.mp4,8,XCLIP-16,l2,4.642906665802002,ok,
cache/d3_frames/genvideo_xclip16_official/annotated/Crafter/Crafter_1316,1,AI Video,Crafter,Crafter_1316.mp4,8,XCLIP-16,l2,0.9533611536026,ok,
