dataset,subset,source_model,filename,condition,n_frames,d3_raw,motion_raw,max_step_distance,d3_one_sided,d3_two_sided,motion_group,scene_cut_proxy
comgenvid,annotated,Sora,believeinjc_586471273%2Fmd.mp4,uniform_4fps_2s,8,4.226621150970459,3.650602340698242,10.82495403289795,0.85,0.30000000000000004,0,False
comgenvid,annotated,Sora,bella_libya_watermarked.mp4,uniform_4fps_2s,8,1.2928249835968018,4.071425437927246,5.920310020446777,0.47,0.94,1,False
comgenvid,annotated,Sora,bem2025s_521143860%2Fmd.mp4,uniform_4fps_2s,8,0.6117081642150879,4.018775463104248,5.681796550750732,0.155,0.31,1,False
comgenvid,annotated,Sora,benbakry_826187566%2Fmd.mp4,uniform_4fps_2s,8,1.4465646743774414,3.6340315341949463,6.426634788513184,0.54,0.9199999999999999,0,False
comgenvid,annotated,Sora,benigogoi_658001820%2Fmd.mp4,uniform_4fps_2s,8,0.42548030614852905,4.160975933074951,4.610307693481445,0.04,0.08,1,False
comgenvid,annotated,Sora,benlatrobe_712706050%2Fmd.mp4,uniform_4fps_2s,8,0.5179522037506104,0.9092183709144592,1.569483757019043,0.09,0.18,0,False
comgenvid,annotated,Sora,bergkamp1977_241944285%2Fmd.mp4,uniform_4fps_2s,8,0.5352961421012878,3.036365032196045,4.458038330078125,0.1,0.2,0,False
comgenvid,annotated,Sora,bernardonyqr6_59392084%2Fmd.mp4,uniform_4fps_2s,8,0.28876200318336487,3.0638389587402344,3.478729486465454,0.01,0.02,0,False
comgenvid,annotated,Sora,berne63_850814281%2Fmd.mp4,uniform_4fps_2s,8,0.38173583149909973,2.208141803741455,2.530888557434082,0.02,0.04,0,False
comgenvid,annotated,Sora,beth999_585771189%2Fmd.mp4,uniform_4fps_2s,8,0.628929853439331,3.2157540321350098,3.828493356704712,0.17,0.34,0,False
comgenvid,annotated,Sora,beziiiii_173900815%2Fmd.mp4,uniform_4fps_2s,8,0.4954753816127777,2.1396586894989014,3.1434943675994873,0.08,0.16,0,False
comgenvid,annotated,Sora,bfrkyr_986901808%2Fmd.mp4,uniform_4fps_2s,8,1.2432372570037842,3.9723401069641113,5.56369161605835,0.455,0.91,1,False
comgenvid,annotated,Sora,bgayle777_645011331%2Fmd.mp4,uniform_4fps_2s,8,0.14976666867733002,0.5443387627601624,0.7613513469696045,0.0,0.0,0,False
comgenvid,annotated,Sora,bgcgroup_690611799%2Fmd.mp4,uniform_4fps_2s,8,0.6276732087135315,1.994376301765442,2.5786361694335938,0.165,0.33,0,False
comgenvid,annotated,Sora,bharath2502_847284518%2Fmd.mp4,uniform_4fps_2s,8,0.2820240259170532,1.9253900051116943,2.2901651859283447,0.01,0.02,0,False
comgenvid,annotated,Sora,bhavik786_690086001%2Fmd.mp4,uniform_4fps_2s,8,0.971306324005127,4.187839031219482,5.896728038787842,0.29,0.58,1,False
comgenvid,annotated,Sora,bibanus_300660996%2Fmd.mp4,uniform_4fps_2s,8,0.6338534951210022,4.479147911071777,6.65801477432251,0.17,0.34,1,False
comgenvid,annotated,Sora,bigserial_127535823%2Fmd.mp4,uniform_4fps_2s,8,2.502852439880371,3.1811344623565674,8.49832534790039,0.75,0.5,0,False
comgenvid,annotated,Sora,binbin9175_599101194%2Fmd.mp4,uniform_4fps_2s,8,1.3696342706680298,4.353916168212891,6.658936977386475,0.495,0.99,1,False
comgenvid,annotated,Sora,biqy_501144162%2Fmd.mp4,uniform_4fps_2s,8,0.8700977563858032,3.5314884185791016,4.684494972229004,0.245,0.49,0,False
comgenvid,annotated,Sora,bkf0015_469589399%2Fmd.mp4,uniform_4fps_2s,8,0.32598328590393066,4.702340126037598,5.1455979347229,0.01,0.02,1,False
comgenvid,annotated,Sora,bl8ckh8mm3r83_445636073%2Fmd.mp4,uniform_4fps_2s,8,0.4448240101337433,2.8797008991241455,3.5349276065826416,0.04,0.08,0,False
comgenvid,annotated,Sora,blacktreklamp_356779907%2Fmd.mp4,uniform_4fps_2s,8,0.23517711460590363,0.7386564016342163,0.939918041229248,0.01,0.02,0,False
comgenvid,annotated,Sora,blazicks_318148198%2Fmd.mp4,uniform_4fps_2s,8,1.342505693435669,6.711501598358154,8.747843742370605,0.49,0.98,3,False
comgenvid,annotated,Sora,blizzad_773522257%2Fmd.mp4,uniform_4fps_2s,8,0.4212726056575775,2.5442721843719482,2.985464572906494,0.035,0.07,0,False
comgenvid,annotated,Sora,bloomxd_407394449%2Fmd.mp4,uniform_4fps_2s,8,0.7704547643661499,2.583890676498413,3.4024808406829834,0.21,0.42,0,False
comgenvid,annotated,Sora,blueryan_529348797%2Fmd.mp4,uniform_4fps_2s,8,0.9939588308334351,7.00607442855835,8.592418670654297,0.3,0.6,3,False
comgenvid,annotated,Sora,bluewagun_41638069%2Fmd.mp4,uniform_4fps_2s,8,0.32599616050720215,5.230103492736816,5.5709919929504395,0.01,0.02,2,False
comgenvid,annotated,Sora,bojackhorsemanpbj_113101031%2Fmd.mp4,uniform_4fps_2s,8,1.3333998918533325,3.253389596939087,4.535130977630615,0.485,0.97,0,False
comgenvid,annotated,Sora,bonesmx_768572567%2Fmd.mp4,uniform_4fps_2s,8,0.25956371426582336,2.55163311958313,2.7969913482666016,0.01,0.02,0,False
comgenvid,annotated,Sora,bongado_52019138%2Fmd.mp4,uniform_4fps_2s,8,0.8317134976387024,5.830241680145264,6.83820915222168,0.23,0.46,2,False
comgenvid,annotated,Sora,bonjouryentinglai_437714217%2Fmd.mp4,uniform_4fps_2s,8,0.3928251564502716,7.068416118621826,7.96733283996582,0.02,0.04,3,False
comgenvid,annotated,Sora,boostgo_656435623%2Fmd.mp4,uniform_4fps_2s,8,2.1426761150360107,6.341202735900879,11.452042579650879,0.72,0.56,2,False
comgenvid,annotated,Sora,bootgimp_65065717%2Fmd.mp4,uniform_4fps_2s,8,0.7160122990608215,1.59646475315094,2.1646387577056885,0.195,0.39,0,False
comgenvid,annotated,Sora,boxermann_154367211%2Fmd.mp4,uniform_4fps_2s,8,0.5948065519332886,2.8351962566375732,3.3227319717407227,0.145,0.29,0,False
comgenvid,annotated,Sora,brabieblue_817914292%2Fmd.mp4,uniform_4fps_2s,8,0.9984822869300842,5.921755790710449,6.7109527587890625,0.315,0.63,2,False
comgenvid,annotated,Sora,bradfordbarnett_418232944%2Fmd.mp4,uniform_4fps_2s,8,0.5756125450134277,3.353651285171509,3.6833510398864746,0.13,0.26,0,False
comgenvid,annotated,Sora,brandonhuang01_267473516%2Fmd.mp4,uniform_4fps_2s,8,3.9464261531829834,6.206382751464844,10.946084022521973,0.835,0.33000000000000007,2,False
comgenvid,annotated,Sora,brandonius_942619990%2Fmd.mp4,uniform_4fps_2s,8,0.33229485154151917,1.8135215044021606,2.0899298191070557,0.015,0.03,0,False
comgenvid,annotated,Sora,bre337_769251236%2Fmd.mp4,uniform_4fps_2s,8,0.5536504983901978,3.6036412715911865,4.311188697814941,0.12,0.24,0,False
comgenvid,annotated,Sora,breathesisbykenique_806232855%2Fmd.mp4,uniform_4fps_2s,8,0.3866194188594818,1.5581247806549072,2.2324774265289307,0.02,0.04,0,False
comgenvid,annotated,Sora,brickwahl_999_509695725%2Fmd.mp4,uniform_4fps_2s,8,0.3831765353679657,2.671762704849243,3.0397799015045166,0.02,0.04,0,False
comgenvid,annotated,Sora,brodiedance_706000421%2Fmd.mp4,uniform_4fps_2s,8,1.1572279930114746,6.38393497467041,7.740076541900635,0.38,0.76,2,False
comgenvid,annotated,Sora,bryanarias_749269367%2Fmd.mp4,uniform_4fps_2s,8,2.3379437923431396,4.843432903289795,6.77713680267334,0.74,0.52,1,False
comgenvid,annotated,Sora,bstaff413_310949993%2Fmd.mp4,uniform_4fps_2s,8,0.869782567024231,3.6848411560058594,5.110527038574219,0.245,0.49,0,False
comgenvid,annotated,Sora,bthalion_589431267%2Fmd.mp4,uniform_4fps_2s,8,0.2005169689655304,1.839495301246643,2.057377576828003,0.005,0.01,0,False
comgenvid,annotated,Sora,btpriyal_575225816%2Fmd.mp4,uniform_4fps_2s,8,0.6094450354576111,1.8521406650543213,3.511380672454834,0.155,0.31,0,False
comgenvid,annotated,Sora,bubarad_295104563%2Fmd.mp4,uniform_4fps_2s,8,1.6400649547576904,7.999439239501953,10.155621528625488,0.625,0.75,3,False
comgenvid,annotated,Sora,bubtuk_148233142%2Fmd.mp4,uniform_4fps_2s,8,0.9336111545562744,4.026622295379639,5.092042922973633,0.26,0.52,1,False
comgenvid,annotated,Sora,bugunda1974_696387245%2Fmd.mp4,uniform_4fps_2s,8,2.1766576766967773,3.1504456996917725,9.50362777709961,0.725,0.55,0,False
comgenvid,annotated,Sora,burek_svemirski_861660516%2Fmd.mp4,uniform_4fps_2s,8,0.4837576150894165,3.7739059925079346,4.570383548736572,0.055,0.11,0,False
comgenvid,annotated,Sora,buschdogg_875400141%2Fmd.mp4,uniform_4fps_2s,8,2.038916826248169,8.135270118713379,10.664186477661133,0.705,0.5900000000000001,3,False
comgenvid,annotated,Sora,bussingjokes_699010719%2Fmd.mp4,uniform_4fps_2s,8,1.2276477813720703,4.368075847625732,6.001756191253662,0.45,0.9,1,False
comgenvid,annotated,Sora,bytebuilders_205000963%2Fmd.mp4,uniform_4fps_2s,8,4.099660396575928,3.9526877403259277,9.736245155334473,0.845,0.31000000000000005,0,False
comgenvid,annotated,Sora,c18ola_363151624%2Fmd.mp4,uniform_4fps_2s,8,1.0594782829284668,5.614840030670166,6.717973709106445,0.34,0.68,2,False
comgenvid,annotated,Sora,cache13_394202853%2Fmd.mp4,uniform_4fps_2s,8,0.6554819941520691,5.399406909942627,6.596690654754639,0.175,0.35,2,False
comgenvid,annotated,Sora,caesar_08_102119734%2Fmd.mp4,uniform_4fps_2s,8,0.8542060256004333,2.4596142768859863,3.888490676879883,0.245,0.49,0,False
comgenvid,annotated,Sora,cainhd2_watermarked.mp4,uniform_4fps_2s,8,0.35667529702186584,1.7657674551010132,2.22558331489563,0.015,0.03,0,False
comgenvid,annotated,Sora,callumhall0504_276528656%2Fmd.mp4,uniform_4fps_2s,8,3.9790759086608887,11.136775016784668,14.718561172485352,0.84,0.32000000000000006,3,False
comgenvid,annotated,Sora,canekbasti_337896899%2Fmd.mp4,uniform_4fps_2s,8,0.69109046459198,4.792448997497559,5.650638103485107,0.18,0.36,1,False
comgenvid,annotated,Sora,canofsticks_817228831%2Fmd.mp4,uniform_4fps_2s,8,0.672028124332428,3.0849878787994385,4.298689842224121,0.18,0.36,0,False
comgenvid,annotated,Sora,caobin_710564068%2Fmd.mp4,uniform_4fps_2s,8,0.6789405941963196,3.2864573001861572,3.5978140830993652,0.18,0.36,0,False
comgenvid,annotated,Sora,captainsroute_479705604%2Fmd.mp4,uniform_4fps_2s,8,0.5866764783859253,2.5747361183166504,3.146271228790283,0.135,0.27,0,False
comgenvid,annotated,Sora,capybaraboy_870409113%2Fmd.mp4,uniform_4fps_2s,8,0.2702006995677948,1.974570631980896,2.2881877422332764,0.01,0.02,0,False
comgenvid,annotated,Sora,caramelaimel_630289840%2Fmd.mp4,uniform_4fps_2s,8,1.2007004022598267,3.3483827114105225,4.210481643676758,0.445,0.89,0,False
comgenvid,annotated,Sora,carefree5collective_965803380%2Fmd.mp4,uniform_4fps_2s,8,0.9773940443992615,2.792430877685547,3.7992284297943115,0.29,0.58,0,False
comgenvid,annotated,Sora,carlosantonio_430605212%2Fmd.mp4,uniform_4fps_2s,8,0.5234395265579224,3.2691290378570557,4.676133155822754,0.09,0.18,0,False
comgenvid,annotated,Sora,casey2025_371635944%2Fmd.mp4,uniform_4fps_2s,8,1.4458577632904053,3.9253904819488525,4.731710910797119,0.535,0.9299999999999999,0,False
comgenvid,annotated,Sora,casp3rrrr_909638998%2Fmd.mp4,uniform_4fps_2s,8,1.8390390872955322,6.7691121101379395,9.110434532165527,0.675,0.6499999999999999,3,False
comgenvid,annotated,Sora,cat13471718_779057186%2Fmd.mp4,uniform_4fps_2s,8,0.8601412177085876,1.6680303812026978,2.711808919906616,0.245,0.49,0,False
comgenvid,annotated,Sora,catieiei_772883956%2Fmd.mp4,uniform_4fps_2s,8,0.477736234664917,3.448758840560913,4.389281272888184,0.055,0.11,0,False
comgenvid,annotated,Sora,cats1401_606207696%2Fmd.mp4,uniform_4fps_2s,8,0.9208222031593323,5.3377814292907715,6.585675239562988,0.26,0.52,2,False
comgenvid,annotated,Sora,cb-teamdks_516914746%2Fmd.mp4,uniform_4fps_2s,8,0.41608870029449463,3.8182754516601562,4.347765922546387,0.03,0.06,0,False
comgenvid,annotated,Sora,cb13_518201373%2Fmd.mp4,uniform_4fps_2s,8,0.6034767031669617,3.0702016353607178,3.5986523628234863,0.15,0.3,0,False
comgenvid,annotated,Sora,cbd-kluk_667115510%2Fmd.mp4,uniform_4fps_2s,8,1.0951699018478394,3.3792593479156494,4.574967861175537,0.35,0.7,0,False
comgenvid,annotated,Sora,cdkljfh3546yrfg_160472766%2Fmd.mp4,uniform_4fps_2s,8,0.28034451603889465,0.5679603815078735,0.8964417576789856,0.01,0.02,0,False
comgenvid,annotated,Sora,cesar126a_538201963%2Fmd.mp4,uniform_4fps_2s,8,0.4134981632232666,3.5912303924560547,3.890697717666626,0.03,0.06,0,False
comgenvid,annotated,Sora,cfuzi_503954378%2Fmd.mp4,uniform_4fps_2s,8,0.689555287361145,2.166918992996216,3.144984722137451,0.18,0.36,0,False
comgenvid,annotated,Sora,cgdg_99696766%2Fmd.mp4,uniform_4fps_2s,8,0.4632936120033264,4.011715888977051,4.708268642425537,0.05,0.1,1,False
comgenvid,annotated,Sora,chasexcx_403885798%2Fmd.mp4,uniform_4fps_2s,8,1.3415781259536743,5.778101444244385,7.359781265258789,0.485,0.97,2,False
comgenvid,annotated,Sora,chatgpt3004_457460970%2Fmd.mp4,uniform_4fps_2s,8,0.6604762077331543,4.799282550811768,5.576698303222656,0.175,0.35,1,False
comgenvid,annotated,Sora,chatgptplususer0_409682271%2Fmd.mp4,uniform_4fps_2s,8,0.23776856064796448,1.545926809310913,2.0196034908294678,0.01,0.02,0,False
comgenvid,annotated,Sora,chaun811_166688670%2Fmd.mp4,uniform_4fps_2s,8,0.9842198491096497,7.921842098236084,9.125091552734375,0.29,0.58,3,False
comgenvid,annotated,Sora,chazn_744158193%2Fmd.mp4,uniform_4fps_2s,8,0.8692311644554138,3.5771100521087646,4.280488967895508,0.245,0.49,0,False
comgenvid,annotated,Sora,cheetahvscrocodile_938385704%2Fmd.mp4,uniform_4fps_2s,8,2.14182186126709,8.917154312133789,12.102554321289062,0.72,0.56,3,False
comgenvid,annotated,Sora,chhm97_756201403%2Fmd.mp4,uniform_4fps_2s,8,1.1280040740966797,3.188524007797241,4.182018280029297,0.37,0.74,0,False
comgenvid,annotated,Sora,chiaras26_322200714%2Fmd.mp4,uniform_4fps_2s,8,1.1505134105682373,3.244713306427002,4.7896833419799805,0.38,0.76,0,False
comgenvid,annotated,Sora,childrengame_349702204%2Fmd.mp4,uniform_4fps_2s,8,0.8652800917625427,2.018580436706543,2.860656499862671,0.245,0.49,0,False
comgenvid,annotated,Sora,chintubhl4u_743579561%2Fmd.mp4,uniform_4fps_2s,8,1.7713195085525513,9.38751220703125,11.242307662963867,0.64,0.72,3,False
comgenvid,annotated,Sora,chococereal_515762206%2Fmd.mp4,uniform_4fps_2s,8,0.4612761437892914,3.5333518981933594,4.4950385093688965,0.05,0.1,0,False
comgenvid,annotated,Sora,chokynana_256090007%2Fmd.mp4,uniform_4fps_2s,8,4.919764518737793,5.880503177642822,12.52349853515625,0.875,0.25,2,False
comgenvid,annotated,Sora,chomai_5046861%2Fmd.mp4,uniform_4fps_2s,8,0.7833932638168335,4.358997821807861,5.429427146911621,0.215,0.43,1,False
comgenvid,annotated,Sora,choomantraa_38810765%2Fmd.mp4,uniform_4fps_2s,8,0.6246969699859619,2.7542495727539062,3.8855249881744385,0.16,0.32,0,False
comgenvid,annotated,Sora,chris-is-agile_293885078%2Fmd.mp4,uniform_4fps_2s,8,0.770805299282074,3.470259428024292,4.877152919769287,0.21,0.42,0,False
comgenvid,annotated,Sora,chriskpictures_966578016%2Fmd.mp4,uniform_4fps_2s,8,0.3635404109954834,2.52514910697937,3.009859323501587,0.015,0.03,0,False
comgenvid,annotated,Sora,chrismas_315229662%2Fmd.mp4,uniform_4fps_2s,8,0.7200736999511719,5.506861209869385,7.2094950675964355,0.195,0.39,2,False
comgenvid,annotated,Sora,chrismom_245173793%2Fmd.mp4,uniform_4fps_2s,8,2.460141658782959,3.3244595527648926,7.296631813049316,0.745,0.51,0,False
comgenvid,annotated,Sora,christianebechler_619850547%2Fmd.mp4,uniform_4fps_2s,8,0.4248471260070801,1.6482316255569458,2.054041624069214,0.04,0.08,0,False
comgenvid,annotated,Sora,chs3_378954854%2Fmd.mp4,uniform_4fps_2s,8,0.2876792252063751,1.5642644166946411,2.082023859024048,0.01,0.02,0,False
comgenvid,annotated,Sora,cihjrp_271742031%2Fmd.mp4,uniform_4fps_2s,8,1.2952584028244019,2.5998566150665283,4.094751834869385,0.47,0.94,0,False
comgenvid,annotated,Sora,cindyaaa20_453641741%2Fmd.mp4,uniform_4fps_2s,8,0.2689065635204315,2.430504560470581,2.8792881965637207,0.01,0.02,0,False
comgenvid,annotated,Sora,clozoro_828586341%2Fmd.mp4,uniform_4fps_2s,8,2.0778563022613525,4.3585405349731445,6.204984188079834,0.71,0.5800000000000001,1,False
comgenvid,annotated,Sora,cmorel1107_699879499%2Fmd.mp4,uniform_4fps_2s,8,2.761442184448242,1.5615912675857544,6.171563625335693,0.785,0.42999999999999994,0,False
comgenvid,annotated,Sora,cnkim_322777371%2Fmd.mp4,uniform_4fps_2s,8,0.4308866262435913,2.584928274154663,3.1440048217773438,0.04,0.08,0,False
comgenvid,annotated,Sora,cnugoodai1gmailcom_729543292%2Fmd.mp4,uniform_4fps_2s,8,0.17837144434452057,1.7775030136108398,1.895735740661621,0.005,0.01,0,False
comgenvid,annotated,Sora,cobaxter_870868562%2Fmd.mp4,uniform_4fps_2s,8,1.157553791999817,3.6751160621643066,4.957347869873047,0.38,0.76,0,False
comgenvid,annotated,Sora,codumo_844467006%2Fmd.mp4,uniform_4fps_2s,8,0.6671659350395203,2.1697049140930176,3.1230521202087402,0.18,0.36,0,False
comgenvid,annotated,Sora,coldrock_240284482%2Fmd.mp4,uniform_4fps_2s,8,0.4571129083633423,1.8369604349136353,2.220606803894043,0.045,0.09,0,False
comgenvid,annotated,Sora,compeador_709661667%2Fmd.mp4,uniform_4fps_2s,8,0.9150415658950806,4.781414031982422,5.789172172546387,0.255,0.51,1,False
comgenvid,annotated,Sora,comrade_rt_656517612%2Fmd.mp4,uniform_4fps_2s,8,0.7111770510673523,2.5880448818206787,3.1621921062469482,0.19,0.38,0,False
comgenvid,annotated,Sora,connorcac_562657148%2Fmd.mp4,uniform_4fps_2s,8,0.9036440849304199,4.4893798828125,5.902998447418213,0.25,0.5,1,False
comgenvid,annotated,Sora,conquestofzabor_465405624%2Fmd.mp4,uniform_4fps_2s,8,5.208251953125,6.234774112701416,15.281661033630371,0.88,0.24,2,False
comgenvid,annotated,Sora,consoleout_804775100%2Fmd.mp4,uniform_4fps_2s,8,0.27235546708106995,2.619412899017334,2.9476804733276367,0.01,0.02,0,False
comgenvid,annotated,Sora,coolastekatten_324776573%2Fmd.mp4,uniform_4fps_2s,8,0.8249332308769226,2.4340479373931885,3.435175657272339,0.23,0.46,0,False
comgenvid,annotated,Sora,coqrouge_309642307%2Fmd.mp4,uniform_4fps_2s,8,1.1686341762542725,8.316121101379395,9.833910942077637,0.405,0.81,3,False
comgenvid,annotated,Sora,corastudio_557670912%2Fmd.mp4,uniform_4fps_2s,8,1.0431193113327026,4.8769989013671875,6.1834893226623535,0.335,0.67,1,False
comgenvid,annotated,Sora,coretech-video_320299135%2Fmd.mp4,uniform_4fps_2s,8,1.7975246906280518,4.6591668128967285,7.854395866394043,0.66,0.6799999999999999,1,False
comgenvid,annotated,Sora,cosus8662_705151392%2Fmd.mp4,uniform_4fps_2s,8,0.5584642291069031,3.186798572540283,3.861302614212036,0.12,0.24,0,False
comgenvid,annotated,Sora,cottyy_729398960%2Fmd.mp4,uniform_4fps_2s,8,0.5152254700660706,3.9948618412017822,4.671914577484131,0.09,0.18,1,False
comgenvid,annotated,Sora,cowuu99_44257172%2Fmd.mp4,uniform_4fps_2s,8,0.2105865329504013,0.7008729577064514,0.9636531472206116,0.005,0.01,0,False
comgenvid,annotated,Sora,cpnbr_218342187%2Fmd.mp4,uniform_4fps_2s,8,3.8969297409057617,5.062683582305908,10.228878021240234,0.835,0.33000000000000007,1,False
comgenvid,annotated,Sora,crashhstudio_329054510%2Fmd.mp4,uniform_4fps_2s,8,0.3661530613899231,2.1434214115142822,2.752488136291504,0.015,0.03,0,False
comgenvid,annotated,Sora,crazykyo2013_76702406%2Fmd.mp4,uniform_4fps_2s,8,0.7352109551429749,4.933096408843994,5.708713054656982,0.195,0.39,1,False
comgenvid,annotated,Sora,creativai_46115001%2Fmd.mp4,uniform_4fps_2s,8,0.44854453206062317,2.5853240489959717,3.079371213912964,0.04,0.08,0,False
comgenvid,annotated,Sora,crimony_37712692%2Fmd.mp4,uniform_4fps_2s,8,0.7453509569168091,2.6895511150360107,3.5782837867736816,0.2,0.4,0,False
comgenvid,annotated,Sora,crisgonb_682370524%2Fmd.mp4,uniform_4fps_2s,8,0.6877537965774536,2.9724106788635254,3.910689353942871,0.18,0.36,0,False
comgenvid,annotated,Sora,crjemara_474014621%2Fmd.mp4,uniform_4fps_2s,8,0.2944454848766327,1.8179712295532227,2.4090089797973633,0.01,0.02,0,False
comgenvid,annotated,Sora,ctv48930f_231287594%2Fmd.mp4,uniform_4fps_2s,8,1.461911916732788,5.267502784729004,7.164834499359131,0.56,0.8799999999999999,2,False
comgenvid,annotated,Sora,cur10uzed_440757292%2Fmd.mp4,uniform_4fps_2s,8,1.807962417602539,5.882720947265625,7.031703472137451,0.665,0.6699999999999999,2,False
comgenvid,annotated,Sora,cwbschleser_968737390%2Fmd.mp4,uniform_4fps_2s,8,0.7114874124526978,2.08307147026062,3.263686418533325,0.19,0.38,0,False
comgenvid,annotated,Sora,d3l3t3r_630157237%2Fmd.mp4,uniform_4fps_2s,8,2.664339542388916,6.86037540435791,10.803049087524414,0.775,0.44999999999999996,3,False
comgenvid,annotated,Sora,dadada2_watermarked.mp4,uniform_4fps_2s,8,0.6351251602172852,2.9690473079681396,3.495786428451538,0.17,0.34,0,False
comgenvid,annotated,Sora,daegyeom1_665546816%2Fmd.mp4,uniform_4fps_2s,8,3.2141847610473633,3.475538969039917,9.339076042175293,0.81,0.3799999999999999,0,False
comgenvid,annotated,Sora,dakini_cranini_4526540%2Fmd.mp4,uniform_4fps_2s,8,2.3020083904266357,11.606064796447754,13.69646167755127,0.74,0.52,3,False
comgenvid,annotated,Sora,damianon_885106911%2Fmd.mp4,uniform_4fps_2s,8,0.9373152256011963,6.189399242401123,7.117934703826904,0.26,0.52,2,False
comgenvid,annotated,Sora,dan_9999999_343203364%2Fmd.mp4,uniform_4fps_2s,8,1.1916766166687012,4.269042015075684,6.383564472198486,0.435,0.87,1,False
comgenvid,annotated,Sora,dand7_729543769%2Fmd.mp4,uniform_4fps_2s,8,1.0357249975204468,4.277214050292969,5.255049705505371,0.325,0.65,1,False
comgenvid,annotated,Sora,dangerfieldsmith_695531973%2Fmd.mp4,uniform_4fps_2s,8,0.07400219887495041,0.3478027880191803,0.45366042852401733,0.0,0.0,0,False
comgenvid,annotated,Sora,danieltayxs_660057025%2Fmd.mp4,uniform_4fps_2s,8,0.4831216633319855,3.5085885524749756,4.176551342010498,0.055,0.11,0,False
comgenvid,annotated,Sora,darkbloond_370767910%2Fmd.mp4,uniform_4fps_2s,8,6.987006187438965,7.270534515380859,18.184106826782227,0.93,0.1399999999999999,3,True
comgenvid,annotated,Sora,daroking_261771646%2Fmd.mp4,uniform_4fps_2s,8,0.7123671174049377,2.463190793991089,3.6139423847198486,0.19,0.38,0,False
comgenvid,annotated,Sora,datbv_202053279%2Fmd.mp4,uniform_4fps_2s,8,0.5052170753479004,4.255686283111572,5.105230331420898,0.085,0.17,1,False
comgenvid,annotated,Sora,dathiccboi_watermarked.mp4,uniform_4fps_2s,8,0.3268095552921295,1.9798427820205688,2.3956246376037598,0.015,0.03,0,False
comgenvid,annotated,Sora,deacon12_154218517%2Fmd.mp4,uniform_4fps_2s,8,0.9521034359931946,3.0133726596832275,5.679990291595459,0.27,0.54,0,False
comgenvid,annotated,Sora,deadlycious_473215800%2Fmd.mp4,uniform_4fps_2s,8,0.864139199256897,6.78460693359375,8.087610244750977,0.245,0.49,3,False
comgenvid,annotated,Sora,debabrat_825324580%2Fmd.mp4,uniform_4fps_2s,8,0.8761557340621948,3.0378990173339844,4.023725509643555,0.245,0.49,0,False
comgenvid,annotated,Sora,deep99_567425258%2Fmd.mp4,uniform_4fps_2s,8,0.4971400499343872,4.468597888946533,5.327595233917236,0.08,0.16,1,False
comgenvid,annotated,Sora,deepak2002_311185574%2Fmd.mp4,uniform_4fps_2s,8,1.5016632080078125,3.7829952239990234,5.86038875579834,0.575,0.8500000000000001,0,False
comgenvid,annotated,Sora,deepk_689250595%2Fmd.mp4,uniform_4fps_2s,8,0.36500900983810425,3.8795530796051025,4.325338363647461,0.015,0.03,0,False
comgenvid,annotated,Sora,deguru_460443911%2Fmd.mp4,uniform_4fps_2s,8,0.2802870571613312,2.1316933631896973,2.6439743041992188,0.01,0.02,0,False
comgenvid,annotated,Sora,denai7_377726539%2Fmd.mp4,uniform_4fps_2s,8,0.26197779178619385,0.9077463150024414,1.2228291034698486,0.01,0.02,0,False
comgenvid,annotated,Sora,denan99_431707645%2Fmd.mp4,uniform_4fps_2s,8,0.8266133666038513,2.891130208969116,4.099003314971924,0.23,0.46,0,False
comgenvid,annotated,Sora,dendemaster_759866418%2Fmd.mp4,uniform_4fps_2s,8,0.7795199155807495,3.971992015838623,5.063748359680176,0.21,0.42,1,False
comgenvid,annotated,Sora,derd4nny_371604535%2Fmd.mp4,uniform_4fps_2s,8,0.8492450714111328,3.967951536178589,4.955695629119873,0.245,0.49,1,False
comgenvid,annotated,Sora,deremkay_401094524%2Fmd.mp4,uniform_4fps_2s,8,0.1509251743555069,0.32457128167152405,0.49303218722343445,0.0,0.0,0,False
comgenvid,annotated,Sora,derrts_558635912%2Fmd.mp4,uniform_4fps_2s,8,2.1900436878204346,3.1328048706054688,5.285527229309082,0.725,0.55,0,False
comgenvid,annotated,Sora,devinmgomez_779564098%2Fmd.mp4,uniform_4fps_2s,8,0.8666316270828247,4.1446661949157715,5.8313117027282715,0.245,0.49,1,False
comgenvid,annotated,Sora,devoronan_659323%2Fmd.mp4,uniform_4fps_2s,8,0.35104900598526,3.3925111293792725,3.7788450717926025,0.015,0.03,0,False
comgenvid,annotated,Sora,devsu_244499584%2Fmd.mp4,uniform_4fps_2s,8,0.21717704832553864,0.46639230847358704,0.7027660608291626,0.01,0.02,0,False
comgenvid,annotated,Sora,dgamerx_599364467%2Fmd.mp4,uniform_4fps_2s,8,0.6582350134849548,2.3076751232147217,3.362535238265991,0.175,0.35,0,False
comgenvid,annotated,Sora,dhavalsabhi1111_175168251%2Fmd.mp4,uniform_4fps_2s,8,0.9692498445510864,1.2989691495895386,2.6761815547943115,0.29,0.58,0,False
comgenvid,annotated,Sora,dhiraj_96_109508160%2Fmd.mp4,uniform_4fps_2s,8,1.0379362106323242,2.379915952682495,3.680450439453125,0.33,0.66,0,False
comgenvid,annotated,Sora,dhruvkamal_177770023%2Fmd.mp4,uniform_4fps_2s,8,0.2471330612897873,2.0494236946105957,2.6713602542877197,0.01,0.02,0,False
