dataset,subset,source_model,filename,L0,L1,L2,L3,Ls,P0
comgenvid,real,MSVD,u9prcUCHlqM_73_80.mp4,0.019999999552965164,0.0,0.07000000029802322,0.014999999664723873,0.014999999664723873,0.019499999564141036
comgenvid,real,MSVD,uAaWVeaYLdQ_1_12.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.11999999731779099,0.016499999631196263
comgenvid,real,MSVD,uB9zRlV47qA_17_23.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,uGDuIyfJXXg_23_33.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,uH8ObB_dyOk_159_166.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,uJPupV4oLZ0_4_12.mp4,0.019999999552965164,0.0,0.10000000149011612,0.014999999664723873,0.0,0.01799999959766865
comgenvid,real,MSVD,uO7Eysrs8_k_106_114.mp4,0.019999999552965164,0.0,0.06499999761581421,0.004999999888241291,0.004999999888241291,0.018499999586492778
comgenvid,real,MSVD,uO7Eysrs8_k_80_90.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,uVPnDJKt1M0_0_6.mp4,0.0,0.0,0.0,0.0,0.009999999776482582,0.0009999999776482583
comgenvid,real,MSVD,uZEGu-TA2cU_42_58.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,u_6tre9_99Q_13_25.mp4,0.004999999888241291,0.0,0.019999999552965164,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,ub-aYLzCF_Q_1_10.mp4,0.004999999888241291,0.0,0.16500000655651093,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,ufFT2BWh3BQ_0_8.mp4,0.0,0.0,0.0,0.0,0.11999999731779099,0.0119999997317791
comgenvid,real,MSVD,uiLr9bdOL0M_23_30.mp4,0.004999999888241291,0.0,0.06499999761581421,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,ul9Xvjt83eI_111_120.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.05000000074505806,0.009499999973922969
comgenvid,real,MSVD,ulPvRmNfXK4_96_100.mp4,0.05999999865889549,0.0,0.0,0.08500000089406967,0.03999999910593033,0.05799999870359898
comgenvid,real,MSVD,umjc1CkO4JA_290_305.mp4,0.0,0.0,0.014999999664723873,0.0,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,uppFvcVwqqY_5_15.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,uqVCk2oDpSE_194_200.mp4,0.05000000074505806,0.009999999776482582,0.10000000149011612,0.04500000178813934,0.17000000178813934,0.06200000084936619
comgenvid,real,MSVD,uxEhH6MPH28_69_85.mp4,0.14000000059604645,0.0,0.07500000298023224,0.12999999523162842,0.11999999731779099,0.1380000002682209
comgenvid,real,MSVD,uy0HNWto0UY_18_25.mp4,0.004999999888241291,0.0,0.014999999664723873,0.004999999888241291,0.05000000074505806,0.009499999973922969
comgenvid,real,MSVD,v-9Gx0gJmfo_26_32.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,v-9Gx0gJmfo_91_99.mp4,0.0,0.0,0.0,0.0,0.02500000037252903,0.002500000037252903
comgenvid,real,MSVD,v4_AzQSnmY4_40_55.mp4,0.004999999888241291,0.0,0.04500000178813934,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,v5CeGLEnVFE_0_8.mp4,0.05999999865889549,0.0,0.04500000178813934,0.06499999761581421,0.0,0.053999998793005946
comgenvid,real,MSVD,v7iIZXtpIb8_5_15.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,vDhEpqfhVI0_0_8.mp4,0.0,0.0,0.004999999888241291,0.0,0.03999999910593033,0.003999999910593033
comgenvid,real,MSVD,vMoOpQQy6sI_22_55.mp4,0.4000000059604645,0.0,0.7749999761581421,0.38999998569488525,0.07000000029802322,0.3670000053942204
comgenvid,real,MSVD,vRC9sBNt9vs_10_16.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,vZa13vJugGU_0_30.mp4,0.02500000037252903,0.0,0.04500000178813934,0.014999999664723873,0.009999999776482582,0.023500000312924388
comgenvid,real,MSVD,v_tGw5gwlEw_136_152.mp4,0.02500000037252903,0.0,0.04500000178813934,0.03999999910593033,0.014999999664723873,0.024000000301748516
comgenvid,real,MSVD,veE0E79dEEc_18_45.mp4,0.6650000214576721,0.004999999888241291,0.8050000071525574,0.7149999737739563,0.5099999904632568,0.6495000183582306
comgenvid,real,MSVD,vfktGc_qx-w_2_18.mp4,0.02500000037252903,0.0,0.06499999761581421,0.019999999552965164,0.0,0.02250000033527613
comgenvid,real,MSVD,vloe_60s_dk_0_9.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,vpR0L3sIvoo_15_49.mp4,0.06499999761581421,0.0,0.07000000029802322,0.05999999865889549,0.11500000208616257,0.06999999806284904
comgenvid,real,MSVD,vub04F8CWng_32_41.mp4,0.0,0.0,0.004999999888241291,0.0,0.0,0.0
comgenvid,real,MSVD,vulNlhUI6m0_7_27.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,vuvpbeQak9Q_23_29.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,vz71JKcpeUU_0_10.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,w28TljSqtW8_64_75.mp4,0.8299999833106995,0.0,0.9750000238418579,0.875,0.15000000596046448,0.7619999855756759
comgenvid,real,MSVD,w9mqbwOIkVg_6_12.mp4,0.6000000238418579,0.0,0.28999999165534973,0.5899999737739563,0.014999999664723873,0.5415000214241446
comgenvid,real,MSVD,wFPmKChNrhU_3_11.mp4,0.0,0.0,0.0,0.0,0.014999999664723873,0.0014999999664723875
comgenvid,real,MSVD,wLUH7qA_6sA_90_115.mp4,0.0,0.0,0.0,0.0,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,wNv74rvkAw8_30_40.mp4,0.004999999888241291,0.0,0.009999999776482582,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,wON-YuA1GjA_3_63.mp4,0.800000011920929,0.009999999776482582,0.75,0.9200000166893005,0.6600000262260437,0.7860000133514405
comgenvid,real,MSVD,wX-Bl25Htag_104_115.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,wjH72cZ0GLM_1_10.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,wkgGxsuNVSg_34_41.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,wn9rDTZj-m4_8_18.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,wpUT0DNB3qs_9_19.mp4,0.0,0.0,0.0,0.0,0.009999999776482582,0.0009999999776482583
comgenvid,real,MSVD,wsj_dzz33Ko_31_41.mp4,0.1899999976158142,0.0,0.07500000298023224,0.16500000655651093,0.02500000037252903,0.17349999789148568
comgenvid,real,MSVD,wzfkC2TjdeQ_0_31.mp4,0.05000000074505806,0.0,0.07000000029802322,0.029999999329447746,0.03999999910593033,0.049000000581145293
comgenvid,real,MSVD,x1i0UOssll8_141_151.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,x68Djm_Q0GA_0_10.mp4,0.004999999888241291,0.0,0.04500000178813934,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,x8Ul09tk6zk_0_8.mp4,0.0,0.0,0.04500000178813934,0.0,0.18000000715255737,0.01800000071525574
comgenvid,real,MSVD,xBW_uR3kGr4_42_55.mp4,0.03999999910593033,0.0,0.17499999701976776,0.04500000178813934,0.07000000029802322,0.042999999225139626
comgenvid,real,MSVD,xCFCXzDUGjY_5_9.mp4,0.004999999888241291,0.0,0.03500000014901161,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,xEDCfcMZlZY_37_41.mp4,0.02500000037252903,0.0,0.0,0.029999999329447746,0.014999999664723873,0.024000000301748516
comgenvid,real,MSVD,xGdoi3W3Z4o_2_40.mp4,0.4000000059604645,0.0,0.5649999976158142,0.4099999964237213,0.4449999928474426,0.40450000464916236
comgenvid,real,MSVD,xOQn1z_oWDY_30_39.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,xTd_IdIcB4s_2_10.mp4,0.004999999888241291,0.0,0.07999999821186066,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,xXlWsBhFvis_6_10.mp4,0.07500000298023224,0.0,0.1599999964237213,0.05000000074505806,0.029999999329447746,0.0705000026151538
comgenvid,real,MSVD,x_7BrCQdVUs_172_177.mp4,0.05000000074505806,0.0,0.04500000178813934,0.04500000178813934,0.0,0.04500000067055226
comgenvid,real,MSVD,xaPepCVepCg_35_46.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,xdhLQCYQ-nQ_50_63.mp4,0.004999999888241291,0.0,0.03500000014901161,0.004999999888241291,0.02500000037252903,0.006999999936670066
comgenvid,real,MSVD,xfRIRSWy0y0_10_20.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,xgIIcPSh4EU_0_6.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,xlPyHMkpaQY_1_7.mp4,0.08500000089406967,0.0,0.1899999976158142,0.09000000357627869,0.004999999888241291,0.07700000079348684
comgenvid,real,MSVD,xpOYXbMDDBY_1_20.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,xtbsD3PUua4_174_185.mp4,0.4050000011920929,0.0,0.375,0.42500001192092896,0.4000000059604645,0.4045000016689301
comgenvid,real,MSVD,xtbsD3PUua4_84_94.mp4,0.7200000286102295,0.4449999928474426,0.574999988079071,0.7200000286102295,0.8700000047683716,0.7350000262260438
comgenvid,real,MSVD,xxHx6s_DbUo_121_128.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.009999999776482582,0.0054999998770654205
comgenvid,real,MSVD,xxHx6s_DbUo_162_165.mp4,0.05999999865889549,0.0,0.03500000014901161,0.09000000357627869,0.004999999888241291,0.054499998781830074
comgenvid,real,MSVD,xxHx6s_DbUo_173_177.mp4,0.02500000037252903,0.0,0.004999999888241291,0.029999999329447746,0.019999999552965164,0.024500000290572647
comgenvid,real,MSVD,xxHx6s_DbUo_182_186.mp4,0.08500000089406967,0.0,0.03500000014901161,0.07500000298023224,0.17000000178813934,0.09350000098347665
comgenvid,real,MSVD,xxHx6s_DbUo_202_207.mp4,0.38999998569488525,0.0,0.5899999737739563,0.3799999952316284,0.004999999888241291,0.35149998711422087
comgenvid,real,MSVD,xxHx6s_DbUo_216_222.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,xxHx6s_DbUo_240_248.mp4,0.09000000357627869,0.0,0.004999999888241291,0.0949999988079071,0.03500000014901161,0.08450000323355199
comgenvid,real,MSVD,xxHx6s_DbUo_32_36.mp4,0.5199999809265137,0.0,0.17499999701976776,0.4749999940395355,0.05999999865889549,0.47399998269975185
comgenvid,real,MSVD,xxHx6s_DbUo_41_44.mp4,0.09000000357627869,0.0,0.04500000178813934,0.11500000208616257,0.014999999664723873,0.08250000318512321
comgenvid,real,MSVD,xxHx6s_DbUo_49_56.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.03999999910593033,0.008499999810010195
comgenvid,real,MSVD,xxHx6s_DbUo_57_61.mp4,0.02500000037252903,0.0,0.03999999910593033,0.02500000037252903,0.0,0.02250000033527613
comgenvid,real,MSVD,xxHx6s_DbUo_82_86.mp4,0.0,0.0,0.0,0.0,0.014999999664723873,0.0014999999664723875
comgenvid,real,MSVD,xxHx6s_DbUo_98_101.mp4,0.08500000089406967,0.0,0.15000000596046448,0.0949999988079071,0.009999999776482582,0.07750000078231097
comgenvid,real,MSVD,xy9LLUUZ6ic_50_60.mp4,0.07500000298023224,0.0,0.04500000178813934,0.05000000074505806,0.014999999664723873,0.0690000026486814
comgenvid,real,MSVD,y8SDRc4IOjs_94_99.mp4,0.699999988079071,0.0,0.39500001072883606,0.6299999952316284,0.02500000037252903,0.6324999893084169
comgenvid,real,MSVD,yAD_TS5L2d4_4_11.mp4,0.02500000037252903,0.0,0.004999999888241291,0.029999999329447746,0.0,0.02250000033527613
comgenvid,real,MSVD,yBK02O1Oewc_20_35.mp4,0.17000000178813934,0.0,0.25999999046325684,0.18000000715255737,0.014999999664723873,0.1545000015757978
comgenvid,real,MSVD,yFPHhRat6bc_160_210.mp4,0.7250000238418579,0.0,0.5649999976158142,0.7200000286102295,0.18000000715255737,0.6705000221729279
comgenvid,real,MSVD,yId1rg5-ac0_40_50.mp4,0.15000000596046448,0.0,0.3199999928474426,0.16500000655651093,0.014999999664723873,0.1365000053308904
comgenvid,real,MSVD,yNy9jTeolUk_8_12.mp4,0.019999999552965164,0.0,0.0,0.004999999888241291,0.014999999664723873,0.019499999564141036
comgenvid,real,MSVD,yOnRm3TP6hM_0_12.mp4,0.09000000357627869,0.0,0.10000000149011612,0.0949999988079071,0.009999999776482582,0.08200000319629908
comgenvid,real,MSVD,yPNFVj-pISU_105_115.mp4,0.004999999888241291,0.0,0.03500000014901161,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,yREFkmrrYiw_51_57.mp4,0.019999999552965164,0.0,0.08500000089406967,0.02500000037252903,0.12999999523162842,0.03099999912083149
comgenvid,real,MSVD,yYA7YXIKbg4_9_14.mp4,0.0,0.0,0.009999999776482582,0.0,0.0,0.0
comgenvid,real,MSVD,ybVb3t560oY_0_9.mp4,0.05999999865889549,0.0,0.08500000089406967,0.0949999988079071,0.009999999776482582,0.0549999987706542
comgenvid,real,MSVD,yd8jh9QYfEs_4_10.mp4,0.004999999888241291,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,yfMTsYcLt10_0_7.mp4,0.10000000149011612,0.0,0.10000000149011612,0.11500000208616257,0.11999999731779099,0.10200000107288362
comgenvid,real,MSVD,yg4aNiO1JnI_111_114.mp4,0.0,0.0,0.029999999329447746,0.004999999888241291,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,ymC2bNi6-Is_9_19.mp4,0.004999999888241291,0.0,0.004999999888241291,0.004999999888241291,0.009999999776482582,0.0054999998770654205
comgenvid,real,MSVD,ysTmUTQ5wZE_17_45.mp4,0.0,0.0,0.0,0.0,0.009999999776482582,0.0009999999776482583
comgenvid,real,MSVD,yvfhk1kwKls_103_113.mp4,0.004999999888241291,0.0,0.0,0.0,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,ywHBKayhyvQ_19_28.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,ywMLb2VfHbI_13_20.mp4,0.0,0.0,0.0,0.0,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,yyxtyCaEVqk_250_264.mp4,0.3449999988079071,0.0,0.4300000071525574,0.3050000071525574,0.05000000074505806,0.3154999990016222
comgenvid,real,MSVD,yyxtyCaEVqk_321_328.mp4,0.3100000023841858,0.0,0.10000000149011612,0.3050000071525574,0.03999999910593033,0.2830000020563602
comgenvid,real,MSVD,yyxtyCaEVqk_329_360.mp4,0.20000000298023224,0.0,0.05000000074505806,0.18000000715255737,0.05999999865889549,0.1860000025480986
comgenvid,real,MSVD,z0Si1XxMibg_0_30.mp4,0.02500000037252903,0.0,0.06499999761581421,0.014999999664723873,0.0,0.02250000033527613
comgenvid,real,MSVD,z0zb--BOhDY_16_22.mp4,0.004999999888241291,0.0,0.08500000089406967,0.004999999888241291,0.03999999910593033,0.008499999810010195
comgenvid,real,MSVD,z2kUc8wp9l8_40_46.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,z8dcUzdi2bw_3_16.mp4,0.08500000089406967,0.0,0.06499999761581421,0.09000000357627869,0.11999999731779099,0.0885000005364418
comgenvid,real,MSVD,zBrC1GmA0Qg_26_33.mp4,0.02500000037252903,0.0,0.054999999701976776,0.029999999329447746,0.004999999888241291,0.023000000324100257
comgenvid,real,MSVD,zCf8NWJ8kzA_47_52.mp4,0.0,0.0,0.0,0.0,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,zFIn8DeV5PM_20_33.mp4,0.004999999888241291,0.0,0.004999999888241291,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,zH4v_DClIoc_3_28.mp4,0.0,0.0,0.0,0.0,0.004999999888241291,0.0004999999888241291
comgenvid,real,MSVD,zHy7pM0U49w_103_109.mp4,0.32499998807907104,0.0,0.375,0.32499998807907104,0.11999999731779099,0.30449998900294306
comgenvid,real,MSVD,zHy7pM0U49w_110_116.mp4,0.20000000298023224,0.0,0.27000001072883606,0.1899999976158142,0.04500000178813934,0.18450000286102297
comgenvid,real,MSVD,zS50h-a8RTg_3_9.mp4,0.004999999888241291,0.0,0.1899999976158142,0.004999999888241291,0.125,0.016999999899417164
comgenvid,real,MSVD,zSPBC8EO6dY_122_126.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,zSPBC8EO6dY_132_140.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.02500000037252903,0.006999999936670066
comgenvid,real,MSVD,zSPBC8EO6dY_64_73.mp4,0.0,0.0,0.019999999552965164,0.0,0.0,0.0
comgenvid,real,MSVD,zSPBC8EO6dY_97_110.mp4,0.004999999888241291,0.0,0.03999999910593033,0.0,0.0,0.0044999998994171625
comgenvid,real,MSVD,zTn-nNj5Bng_61_77.mp4,0.004999999888241291,0.0,0.009999999776482582,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,zTn-nNj5Bng_8_19.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.014999999664723873,0.00599999986588955
comgenvid,real,MSVD,zWVQImPY2Cc_27_44.mp4,0.10000000149011612,0.0,0.23499999940395355,0.125,0.03999999910593033,0.09400000125169755
comgenvid,real,MSVD,zYcY4mjLpxU_104_118.mp4,0.004999999888241291,0.0,0.019999999552965164,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,zYcY4mjLpxU_45_55.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.03500000014901161,0.007999999914318323
comgenvid,real,MSVD,z_qf7tOnHVg_81_89.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,zbAk0gX7kas_16_24.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,zfQOH4UGU_I_1_10.mp4,0.004999999888241291,0.0,0.04500000178813934,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,zhLcONtNkew_16_21.mp4,0.0,0.0,0.0,0.0,0.0,0.0
comgenvid,real,MSVD,zkTn5Ef1Oig_70_75.mp4,0.004999999888241291,0.0,0.009999999776482582,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,zkTn5Ef1Oig_71_75.mp4,0.004999999888241291,0.0,0.009999999776482582,0.004999999888241291,0.0,0.0044999998994171625
comgenvid,real,MSVD,zlS1_zBYluY_15_21.mp4,0.0,0.0,0.004999999888241291,0.0,0.11999999731779099,0.0119999997317791
comgenvid,real,MSVD,zpgW7m7_LZw_2_15.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.004999999888241291,0.004999999888241292
comgenvid,real,MSVD,zuYZ5kPatJE_78_116.mp4,0.004999999888241291,0.0,0.10000000149011612,0.004999999888241291,0.08500000089406967,0.012999999988824128
comgenvid,real,MSVD,zulPFoY64wE_26_33.mp4,0.004999999888241291,0.0,0.004999999888241291,0.004999999888241291,0.009999999776482582,0.0054999998770654205
comgenvid,real,MSVD,zv2RIbUsnSw_159_162.mp4,0.09000000357627869,0.0,0.10000000149011612,0.0949999988079071,0.14000000059604645,0.09500000327825547
comgenvid,real,MSVD,zv2RIbUsnSw_335_341.mp4,0.02500000037252903,0.0,0.15000000596046448,0.03999999910593033,0.004999999888241291,0.023000000324100257
comgenvid,real,MSVD,zxB4dFJhHR8_1_9.mp4,0.0,0.0,0.004999999888241291,0.0,0.0,0.0
comgenvid,real,MSVD,zzit5b_-ukg_5_20.mp4,0.014999999664723873,0.0,0.03999999910593033,0.004999999888241291,0.004999999888241291,0.013999999687075616
genvideo,annotated,Crafter,Crafter_513.mp4,0.004999999888241291,0.0,0.014999999664723873,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_514.mp4,0.0,0.0,0.009999999776482582,0.004999999888241291,0.0,0.0
genvideo,annotated,Crafter,Crafter_515.mp4,0.09000000357627869,0.0,0.4749999940395355,0.11999999731779099,0.0,0.08100000321865082
genvideo,annotated,Crafter,Crafter_516.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_517.mp4,0.04500000178813934,0.0,0.09000000357627869,0.019999999552965164,0.0,0.04050000160932541
genvideo,annotated,Crafter,Crafter_518.mp4,0.3449999988079071,0.0,0.5149999856948853,0.23499999940395355,0.0,0.3104999989271164
genvideo,annotated,Crafter,Crafter_519.mp4,0.23999999463558197,0.0,0.23499999940395355,0.2800000011920929,0.04500000178813934,0.22049999535083772
genvideo,annotated,Crafter,Crafter_520.mp4,0.06499999761581421,0.0,0.10499999672174454,0.12999999523162842,0.009999999776482582,0.05949999783188104
genvideo,annotated,Crafter,Crafter_521.mp4,0.004999999888241291,0.0,0.009999999776482582,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_522.mp4,0.05999999865889549,0.0,0.2199999988079071,0.11500000208616257,0.5099999904632568,0.10499999783933163
genvideo,annotated,Crafter,Crafter_523.mp4,0.5299999713897705,0.0,0.6449999809265137,0.550000011920929,0.20000000298023224,0.4969999745488167
genvideo,annotated,Crafter,Crafter_524.mp4,0.06499999761581421,0.0,0.09000000357627869,0.07000000029802322,0.0,0.05849999785423279
genvideo,annotated,Crafter,Crafter_525.mp4,0.125,0.0,0.2199999988079071,0.0949999988079071,0.0,0.1125
genvideo,annotated,Crafter,Crafter_526.mp4,0.29499998688697815,0.0,0.5099999904632568,0.25,0.009999999776482582,0.2664999881759286
genvideo,annotated,Crafter,Crafter_527.mp4,0.7099999785423279,0.0,0.925000011920929,0.8849999904632568,0.009999999776482582,0.6399999806657434
genvideo,annotated,Crafter,Crafter_528.mp4,0.004999999888241291,0.0,0.004999999888241291,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_529.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_530.mp4,0.05999999865889549,0.0,0.1550000011920929,0.11999999731779099,0.009999999776482582,0.0549999987706542
genvideo,annotated,Crafter,Crafter_531.mp4,0.054999999701976776,0.0,0.23499999940395355,0.054999999701976776,0.0,0.0494999997317791
genvideo,annotated,Crafter,Crafter_532.mp4,0.09000000357627869,0.0,0.17000000178813934,0.13500000536441803,0.019999999552965164,0.08300000317394733
genvideo,annotated,Crafter,Crafter_533.mp4,0.0,0.0,0.0,0.004999999888241291,0.0,0.0
genvideo,annotated,Crafter,Crafter_534.mp4,0.2150000035762787,0.0,0.23499999940395355,0.1550000011920929,0.0,0.19350000321865082
genvideo,annotated,Crafter,Crafter_535.mp4,0.054999999701976776,0.0,0.19499999284744263,0.04500000178813934,0.0,0.0494999997317791
genvideo,annotated,Crafter,Crafter_536.mp4,0.0,0.0,0.0,0.009999999776482582,0.0,0.0
genvideo,annotated,Crafter,Crafter_537.mp4,0.014999999664723873,0.0,0.04500000178813934,0.05999999865889549,0.02500000037252903,0.01599999973550439
genvideo,annotated,Crafter,Crafter_538.mp4,0.014999999664723873,0.0,0.03999999910593033,0.019999999552965164,0.019999999552965164,0.015499999653548003
genvideo,annotated,Crafter,Crafter_539.mp4,0.004999999888241291,0.0,0.004999999888241291,0.019999999552965164,0.004999999888241291,0.004999999888241292
genvideo,annotated,Crafter,Crafter_540.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_541.mp4,0.004999999888241291,0.0,0.0,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_542.mp4,0.004999999888241291,0.0,0.004999999888241291,0.014999999664723873,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_543.mp4,0.014999999664723873,0.0,0.03500000014901161,0.019999999552965164,0.0,0.013499999698251487
genvideo,annotated,Crafter,Crafter_544.mp4,0.2750000059604645,0.0,0.3199999928474426,0.23499999940395355,0.009999999776482582,0.24850000534206632
genvideo,annotated,Crafter,Crafter_545.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_546.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_547.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_548.mp4,0.004999999888241291,0.0,0.014999999664723873,0.019999999552965164,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_549.mp4,0.004999999888241291,0.0,0.004999999888241291,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_550.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_551.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_552.mp4,0.0,0.0,0.0,0.004999999888241291,0.0,0.0
genvideo,annotated,Crafter,Crafter_553.mp4,0.004999999888241291,0.0,0.004999999888241291,0.019999999552965164,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_554.mp4,0.004999999888241291,0.0,0.004999999888241291,0.004999999888241291,0.019999999552965164,0.006499999854713679
genvideo,annotated,Crafter,Crafter_555.mp4,0.004999999888241291,0.0,0.004999999888241291,0.019999999552965164,0.02500000037252903,0.006999999936670066
genvideo,annotated,Crafter,Crafter_556.mp4,0.004999999888241291,0.0,0.014999999664723873,0.019999999552965164,0.019999999552965164,0.006499999854713679
genvideo,annotated,Crafter,Crafter_557.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_558.mp4,0.004999999888241291,0.0,0.004999999888241291,0.009999999776482582,0.0,0.0044999998994171625
genvideo,annotated,Crafter,Crafter_559.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.009999999776482582,0.0054999998770654205
genvideo,annotated,Crafter,Crafter_560.mp4,0.05999999865889549,0.0,0.23499999940395355,0.07000000029802322,0.02500000037252903,0.05649999883025885
genvideo,annotated,Crafter,Crafter_561.mp4,0.0,0.0,0.0,0.0,0.0,0.0
genvideo,annotated,Crafter,Crafter_562.mp4,0.004999999888241291,0.0,0.0,0.004999999888241291,0.0,0.0044999998994171625
