video_id,dataset,subset,generator
genvideo:datasets/genvideo/real/MSR-VTT/video3099.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7451.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4876.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6478.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5976.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video669.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5599.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video562.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5743.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3759.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8504.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8717.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3770.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8069.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9010.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5042.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9122.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9739.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3745.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7069.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2965.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8979.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7922.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9498.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8880.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5501.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video500.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9576.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8735.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6677.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3862.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9598.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5849.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8597.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2839.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8632.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7703.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6624.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2998.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2969.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9030.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9812.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4194.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video630.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video8412.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7218.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4069.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6326.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2880.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video829.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video938.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4305.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5370.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5840.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3711.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7695.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3033.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6167.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7579.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9849.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7306.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9906.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9640.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7584.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7412.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4715.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5258.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5920.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3292.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7859.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6276.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7000.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4098.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5037.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6240.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video620.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9728.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7079.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3146.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2852.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2864.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7307.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7725.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3962.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4807.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3418.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5780.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video79.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9369.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4367.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6654.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3203.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7446.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video676.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6352.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6351.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6534.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4439.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9765.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5963.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video816.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9747.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3855.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video2819.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video9806.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video853.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4584.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video4155.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3705.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3754.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video7661.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video6870.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video5066.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/real/MSR-VTT/video3231.mp4:duration1,genvideo,real,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_241.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_55.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_456.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_239.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_389.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_290.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_31.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_36.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_37.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_42.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_75.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_395.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_279.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_17.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_639.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_612.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_500.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_556.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_664.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_549.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_423.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_403.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_600.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_360.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_355.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_398.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_53.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_148.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_322.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_30.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_219.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_58.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_221.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_198.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_262.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_489.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_602.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_534.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_565.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_218.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_258.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_164.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_328.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_62.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_685.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_636.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_70.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_416.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_168.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_232.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_410.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_180.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_587.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_108.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_156.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_672.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_572.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_256.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_33.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_700.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_127.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_431.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_536.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_169.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_7.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_594.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_29.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_149.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_220.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_74.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_405.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_100.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_303.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_172.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_525.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_95.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_56.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_644.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_207.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_38.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_283.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_319.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_88.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_343.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_217.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_82.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_153.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_379.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_126.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_161.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_640.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_450.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_139.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_663.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_162.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_564.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_69.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_323.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_288.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_248.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_522.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_247.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_677.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_390.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_158.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_468.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_143.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_205.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_272.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_134.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_332.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_48.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_104.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_190.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_589.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_369.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_455.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_623.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_386.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_23.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_538.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_417.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_287.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_96.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_424.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_177.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_668.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_533.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_670.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_136.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_197.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_91.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_15.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_481.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_563.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_120.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_296.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_488.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_352.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_199.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_173.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_145.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_298.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_71.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_590.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_371.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_619.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_293.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_310.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_115.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_324.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_333.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_487.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_337.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_154.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_291.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_439.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_125.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_263.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_375.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_449.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_396.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_493.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_366.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_626.mp4:duration1,genvideo,annotated,HotShot
genvideo:datasets/genvideo/fake/HotShot/hotshot_407.mp4:duration1,genvideo,annotated,HotShot
